Id;Victimas;Sexo;Edad_Victima;Participantes;Victima;Acusado;Vehiculo_Victima;Fecha;Semestre;Franja_Horaria;Direccion;Tipo_De_Calle;Altura\Cruce;Comuna;Longitud;Latitud
LC-2019-0000053;1;Varon;57;AUTO-SD;AUTO;N/D;N/D;2019-01-01;1;1;Autopista Presidente Héctor J. Cámpora y Roca, Cnel. Av. 0, Barrio: Villa Soldati  , jurisdicción comisaria:  Vecinal 8B;N/D;N/D;8;-58.44351;-34.669125
LC-2019-0000082;4;Varon;45;AUTO-SD;AUTO;N/D;N/D;2019-01-01;1;4;Corrientes Av. y Uriburu Jose E., Pres. 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3A;N/D;N/D;3;-58.398225;-34.604579
LC-2019-0000082;4;Mujer;45;AUTO-SD;AUTO;N/D;N/D;2019-01-01;1;4;Corrientes Av. y Uriburu Jose E., Pres. 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3A;N/D;N/D;3;-58.398225;-34.604579
LC-2019-0000082;4;Varon;27;AUTO-SD;AUTO;N/D;N/D;2019-01-01;1;4;Corrientes Av. y Uriburu Jose E., Pres. 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3A;N/D;N/D;3;-58.398225;-34.604579
LC-2019-0000082;4;Mujer;32;AUTO-SD;AUTO;N/D;N/D;2019-01-01;1;4;Corrientes Av. y Uriburu Jose E., Pres. 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3A;N/D;N/D;3;-58.398225;-34.604579
LC-2019-0000136;2;Varon;21;MOTO-SD;MOTO;N/D;N/D;2019-01-01;1;8;Cordoba Av. y Humboldt 0, Barrio: Chacarita  , jurisdicción comisaria:  Vecinal 15A;N/D;N/D;15;-58.439392;-34.588108
LC-2019-0000136;2;Mujer;21;MOTO-SD;MOTO;N/D;N/D;2019-01-01;1;8;Cordoba Av. y Humboldt 0, Barrio: Chacarita  , jurisdicción comisaria:  Vecinal 15A;N/D;N/D;15;-58.439392;-34.588108
LC-2019-0000142;1;Varon;37;MOTO-SD;MOTO;N/D;N/D;2019-01-01;1;7;San Martin Av. y Paz, Gral. Av. 0, Barrio: Villa Devoto  , jurisdicción comisaria:  Vecinal 11B;N/D;N/D;11;-58.519116;-34.589282
LC-2019-0000194;1;Mujer;33;AUTO-SD;AUTO;N/D;N/D;2019-01-01;1;7;Paz, Gral. Av. y Chavez, Jorge 0, Barrio: Liniers  , jurisdicción comisaria:  Vecinal 9B;N/D;N/D;9;-58.528413;-34.650156
LC-2019-0000202;1;Varon;25;MOTO-SD;MOTO;N/D;N/D;2019-01-01;1;9;Cordoba Av. y Alem, Leandro N. Av. 0, Barrio: Retiro  , jurisdicción comisaria:  Vecinal 1A;N/D;N/D;1;-58.371488;-34.598416
LC-2019-0000329;1;Varon;23;AUTO-SD;AUTO;N/D;N/D;2019-01-01;1;12;Iguazu 946, Barrio: Nueva Pompeya  , jurisdicción comisaria:  Vecinal 4B;N/D;N/D;4;-58.404748;-34.648387
LC-2019-0000445;3;Varon;42;AUTO-SD;AUTO;N/D;N/D;2019-01-01;1;13;Paz, Gral. Av. y Gutierrez, Ricardo 0, Barrio: Villa Devoto  , jurisdicción comisaria:  Vecinal 11B;N/D;N/D;11;-58.524662;-34.603255
LC-2019-0000445;3;Mujer;42;AUTO-SD;AUTO;N/D;N/D;2019-01-01;1;13;Paz, Gral. Av. y Gutierrez, Ricardo 0, Barrio: Villa Devoto  , jurisdicción comisaria:  Vecinal 11B;N/D;N/D;11;-58.524662;-34.603255
LC-2019-0000445;3;Varon;37;AUTO-SD;AUTO;N/D;N/D;2019-01-01;1;13;Paz, Gral. Av. y Gutierrez, Ricardo 0, Barrio: Villa Devoto  , jurisdicción comisaria:  Vecinal 11B;N/D;N/D;11;-58.524662;-34.603255
LC-2019-0000493;1;Varon;53;SD-SD;N/D;N/D;N/D;2019-01-01;1;13;Vieytes 1570, Barrio: Barracas  , jurisdicción comisaria:  Vecinal 4D;N/D;N/D;4;-58.376137;-34.651461
LC-2019-0000600;1;Mujer;1;SD-SD;N/D;N/D;N/D;2019-01-01;1;19;Ramos Mejia, Jose Maria, Dr. Av. y Gilardi, Gilardo 0, Barrio: Retiro  , jurisdicción comisaria:  Vecinal 1A;N/D;N/D;1;-58.374154;-34.591108
LC-2019-0000636;1;Mujer;62;AUTO-SD;AUTO;N/D;N/D;2019-01-01;1;18;Leguizamon, Martiniano y Alberdi, Juan Bautista Av. 0, Barrio: Mataderos  , jurisdicción comisaria:  Vecinal 9A;N/D;N/D;9;-58.505709;-34.654463
LC-2019-0000686;1;Mujer;67;AUTO-SD;AUTO;N/D;N/D;2019-01-01;1;21;Bragado 7185, Barrio: Mataderos  , jurisdicción comisaria:  Vecinal 9A;N/D;N/D;9;-58.512313;-34.661307
LC-2019-0005235;1;Mujer;75;SD-SD;N/D;N/D;N/D;2019-01-01;1;3;Uriburu Jose E., Pres. y Paraguay 0, Barrio: Recoleta  , jurisdicción comisaria:  Vecinal 2B;N/D;N/D;2;-58.399038;-34.598285
LC-2019-0002218;1;Varon;52;CICLISTA-SD;CICLISTA;N/D;N/D;2019-01-02;1;15;San Martin 299, Barrio: San Nicolas  , jurisdicción comisaria:  Vecinal 1D;N/D;N/D;1;-58.373748;-34.604635
LC-2019-0000928;1;Mujer;40;MOTO-SD;MOTO;N/D;N/D;2019-01-02;1;7;AU 25 de Mayo altura La Plata mano al Centro , Barrio: Boedo  , jurisdicción comisaria:;N/D;N/D;5;-58.37723;-34.61315
LC-2019-0000963;5;Mujer;48;TRANSPORTE PUBLICO-SD;TRANSPORTE PUBLICO;N/D;N/D;2019-01-02;1;8;Rivadavia Av. y Hortiguera 0, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 6B;N/D;N/D;6;-58.447266;-34.622984
LC-2019-0000963;5;Varon;48;TRANSPORTE PUBLICO-SD;TRANSPORTE PUBLICO;N/D;N/D;2019-01-02;1;8;Rivadavia Av. y Hortiguera 0, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 6B;N/D;N/D;6;-58.447266;-34.622984
LC-2019-0000963;5;Mujer;27;TRANSPORTE PUBLICO-SD;TRANSPORTE PUBLICO;N/D;N/D;2019-01-02;1;8;Rivadavia Av. y Hortiguera 0, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 6B;N/D;N/D;6;-58.447266;-34.622984
LC-2019-0000963;5;Mujer;3;TRANSPORTE PUBLICO-SD;TRANSPORTE PUBLICO;N/D;N/D;2019-01-02;1;8;Rivadavia Av. y Hortiguera 0, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 6B;N/D;N/D;6;-58.447266;-34.622984
LC-2019-0000963;5;Mujer;33;TRANSPORTE PUBLICO-SD;TRANSPORTE PUBLICO;N/D;N/D;2019-01-02;1;8;Rivadavia Av. y Hortiguera 0, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 6B;N/D;N/D;6;-58.447266;-34.622984
LC-2019-0001754;1;Mujer;49;CAMIONETA-SD;CAMIONETA;N/D;N/D;2019-01-02;1;12;Maza e Independencia Av., Barrio: Boedo  , jurisdicción comisaria:  Vecinal 5B;N/D;N/D;5;-58.415098;-34.620858
LC-2019-0001987;1;Varon;50;MOTO-SD;MOTO;N/D;N/D;2019-01-02;1;13;Pedraza, Manuela y Amenabar 0, Barrio: Nuñez  , jurisdicción comisaria:  Vecinal 13B;N/D;N/D;13;-58.468124;-34.552719
LC-2019-0001992;1;Varon;34;MOTO-SD;MOTO;N/D;N/D;2019-01-02;1;14;Alem, Leandro N. Av. y Alvear, Marcelo T. De 0, Barrio: Retiro  , jurisdicción comisaria:  Vecinal 1A;N/D;N/D;1;-58.37226;-34.596132
LC-2019-0002083;1;Varon;27;SD-SD;N/D;N/D;N/D;2019-01-02;1;5;PAZ, GRAL. AV. 1018, BARRIO: NUÑEZ  , JURISDICCIÓN COMISARIA:  VECINAL 13B;N/D;N/D;13;-58.474535;-34.53838
LC-2019-0002208;1;Varon;34;SD-SD;N/D;N/D;N/D;2019-01-02;1;15;Colonia Av. y Uspallata 0, Barrio: Parque Patricios  , jurisdicción comisaria:  Vecinal 4A;N/D;N/D;4;-58.398009;-34.638178
LC-2019-0002740;1;Varon;44;SD-SD;N/D;N/D;N/D;2019-01-02;1;17;De La Torre, Lisandro 5475, Barrio: Villa Riachuelo  , jurisdicción comisaria:  Vecinal 8C;N/D;N/D;8;-58.464704;-34.690814
LC-2019-0003220;2;Mujer;28;SD-SD;N/D;N/D;N/D;2019-01-02;1;19;Riobamba y Rivadavia Av. 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3A;N/D;N/D;3;-58.39338;-34.609275
LC-2019-0003220;2;Varon;28;SD-SD;N/D;N/D;N/D;2019-01-02;1;19;Riobamba y Rivadavia Av. 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3A;N/D;N/D;3;-58.39338;-34.609275
LC-2019-0005610;1;Varon;59;AUTO-SD;AUTO;N/D;N/D;2019-01-02;1;7;Ramos Mejia, Jose Maria, Dr. Av. 1500, Barrio: Retiro  , jurisdicción comisaria:  Vecinal 1A;N/D;N/D;1;-58.373281;-34.590127
LC-2019-0020183;1;Varon;50;SD-SD;N/D;N/D;N/D;2019-01-02;1;15;Viale, Luis 1802, Barrio: Villa Gral. Mitre  , jurisdicción comisaria:  Vecinal 11A;N/D;N/D;11;-58.461782;-34.612442
LC-2019-0022496;1;Varon;73;SD-SD;N/D;N/D;N/D;2019-01-02;1;10;Pi y Margall 420, Barrio: Boca  , jurisdicción comisaria:;N/D;N/D;4;-58.37723;-34.61315
LC-2019-0003428;1;Varon;45;MOTO-SD;MOTO;N/D;N/D;2019-01-03;1;2;Alem, Leandro N. Av. y Mitre, Bartolome 0, Barrio: San Nicolas  , jurisdicción comisaria:  Vecinal 1D;N/D;N/D;1;-58.370261;-34.606522
LC-2019-0003432;1;Varon;27;SD-SD;N/D;N/D;N/D;2019-01-03;1;2;Regimiento De Patricios Av. y Arzobispo Espinosa 0, Barrio: Boca  , jurisdicción comisaria:  Vecinal 4D;N/D;N/D;4;-58.370256;-34.633619
LC-2019-0003642;1;Varon;51;SD-SD;N/D;N/D;N/D;2019-01-03;1;8;Iriarte, Gral. Av. y Velez Sarsfield Av. 0, Barrio: Barracas  , jurisdicción comisaria:  Vecinal 4D;N/D;N/D;4;-58.389014;-34.651172
LC-2019-0003787;1;Varon;48;SD-SD;N/D;N/D;N/D;2019-01-03;1;16;LOPE DE VEGA AV. Y BAIGORRIA 0, BARRIO: VILLA DEVOTO  , JURISDICCIÓN COMISARIA:  VECINAL 10A;N/D;N/D;10;-58.516946;-34.620214
LC-2019-0003862;2;Mujer;37;SD-SD;N/D;N/D;N/D;2019-01-03;1;9;Scalabrini Ortiz, Raul Av. y Paraguay 0, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14A;N/D;N/D;14;-58.420172;-34.587788
LC-2019-0003862;2;Varon;37;SD-SD;N/D;N/D;N/D;2019-01-03;1;9;Scalabrini Ortiz, Raul Av. y Paraguay 0, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14A;N/D;N/D;14;-58.420172;-34.587788
LC-2019-0004144;1;Varon;16;SD-SD;N/D;N/D;N/D;2019-01-03;1;11;Freire, Ramon, Cap. Gral. y Elcano Av. 0, Barrio: Colegiales  , jurisdicción comisaria:  Vecinal 13C;N/D;N/D;13;-58.458802;-34.572009
LC-2019-0004229;1;Mujer;43;SD-SD;N/D;N/D;N/D;2019-01-03;1;12;Laprida y Cordoba Av. 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 2B;N/D;N/D;2;-58.409433;-34.598087
LC-2019-0004442;2;Mujer;38;SD-SD;N/D;N/D;N/D;2019-01-03;1;11;Balbin, Ricardo, Dr. Av. y Congreso Av. 0, Barrio: Coghlan  , jurisdicción comisaria:  Vecinal 12C;N/D;N/D;12;-58.471429;-34.560095
LC-2019-0004442;2;Varon;38;SD-SD;N/D;N/D;N/D;2019-01-03;1;11;Balbin, Ricardo, Dr. Av. y Congreso Av. 0, Barrio: Coghlan  , jurisdicción comisaria:  Vecinal 12C;N/D;N/D;12;-58.471429;-34.560095
LC-2019-0004652;1;Varon;28;SD-SD;N/D;N/D;N/D;2019-01-03;1;14;San Martin Av. 1907, Barrio: Villa Crespo  , jurisdicción comisaria:  Vecinal 15B;N/D;N/D;15;-58.455131;-34.605272
LC-2019-0004717;1;Varon;45;SD-SD;N/D;N/D;N/D;2019-01-03;1;12;Washington y Balbin, Ricardo, Dr. Av. 0, Barrio: Saavedra Via Publica , jurisdicción comisaria:  Vecinal 12A;N/D;N/D;12;-58.480138;-34.556424
LC-2019-0004718;1;Varon;51;SD-SD;N/D;N/D;N/D;2019-01-03;1;12;Alcorta, Amancio Av. y Monteagudo 0, Barrio: Nueva Pompeya  , jurisdicción comisaria:  Vecinal 4B;N/D;N/D;4;-58.403486;-34.648017
LC-2019-0005334;1;Varon;33;SD-SD;N/D;N/D;N/D;2019-01-03;1;16;Alberdi, Juan Bautista Av. 7268, Barrio: Mataderos  , jurisdicción comisaria:  Vecinal 9A;N/D;N/D;9;-58.514805;-34.66058
LC-2019-0005614;1;Varon;43;SD-SD;N/D;N/D;N/D;2019-01-03;1;11;Anchorena, Tomas Manuel De, Dr. 359, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3A;N/D;N/D;3;-58.411121;-34.606091
LC-2019-0005622;1;Mujer;64;SD-SD;N/D;N/D;N/D;2019-01-03;1;18;Alberdi, Juan Bautista Av. y Fonrouge 0, Barrio: Mataderos  , jurisdicción comisaria:  Vecinal 9A;N/D;N/D;9;-58.5013;-34.650495
LC-2019-0005638;2;Varon;36;SD-SD;N/D;N/D;N/D;2019-01-03;1;19;Castro 2131, Barrio: Boedo  , jurisdicción comisaria:  Vecinal 5B;N/D;N/D;5;-58.419078;-34.637644
LC-2019-0005638;2;Mujer;36;SD-SD;N/D;N/D;N/D;2019-01-03;1;19;Castro 2131, Barrio: Boedo  , jurisdicción comisaria:  Vecinal 5B;N/D;N/D;5;-58.419078;-34.637644
LC-2019-0005647;1;Varon;45;SD-SD;N/D;N/D;N/D;2019-01-03;1;19;Alvear, Marcelo T. De y 9 De Julio Av. 0, Barrio: Retiro  , jurisdicción comisaria:  Vecinal 1A;N/D;N/D;1;-58.38184;-34.596726
LC-2019-0005764;1;Varon;84;PEATON-SD;PEATON;N/D;N/D;2019-01-03;1;20;Terrada 3802, Barrio: Agronomia  , jurisdicción comisaria:  Vecinal 15C;N/D;N/D;15;-58.495341;-34.591985
LC-2019-0005815;1;Varon;22;MOTO-SD;MOTO;N/D;N/D;2019-01-03;1;20;Alberdi, Juan Bautista Av. y Olivera Av. 0, Barrio: Parque Avellaneda  , jurisdicción comisaria:  Vecinal 10C;N/D;N/D;10;-58.486064;-34.640477
LC-2019-0005979;1;Varon;26;MOTO-SD;MOTO;N/D;N/D;2019-01-03;1;21;Neuquen y Alvarez, Donato, Tte. Gral. 0, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 7C;N/D;N/D;7;-58.4585;-34.615899
LC-2019-0007021;1;Varon;34;CICLISTA-SD;CICLISTA;N/D;N/D;2019-01-04;1;10;La Pampa 1827, Barrio: Belgrano  , jurisdicción comisaria:  Vecinal 13A;N/D;N/D;13;-58.44917;-34.56181
LC-2019-0007536;1;Mujer;28;CICLISTA-SD;CICLISTA;N/D;N/D;2019-01-04;1;13;Larralde, Crisologo Av. y Achega 0, Barrio: Saavedra  , jurisdicción comisaria:  Vecinal 12A;N/D;N/D;12;-58.505206;-34.567724
LC-2019-0006068;2;Mujer;20;MOTO-SD;MOTO;N/D;N/D;2019-01-04;1;2;Pasco y Chile 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3B;N/D;N/D;3;-58.39763;-34.617325
LC-2019-0006068;2;Varon;20;MOTO-SD;MOTO;N/D;N/D;2019-01-04;1;2;Pasco y Chile 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3B;N/D;N/D;3;-58.39763;-34.617325
LC-2019-0006547;1;Varon;38;PEATON-SD;PEATON;N/D;N/D;2019-01-04;1;2;Peron, Eva Av. 7423, Barrio: Mataderos  , jurisdicción comisaria:  Vecinal 9A;N/D;N/D;9;-58.500852;-34.673463
LC-2019-0006638;2;Varon;37;MOTO-SD;MOTO;N/D;N/D;2019-01-04;1;9;Yerbal y Calderon De La Barca, Pedro 0, Barrio: Villa Luro  , jurisdicción comisaria:  Vecinal 10C;N/D;N/D;10;-58.496239;-34.636075
LC-2019-0006638;2;Varon;37;MOTO-SD;MOTO;N/D;N/D;2019-01-04;1;9;Yerbal y Calderon De La Barca, Pedro 0, Barrio: Villa Luro  , jurisdicción comisaria:  Vecinal 10C;N/D;N/D;10;-58.496239;-34.636075
LC-2019-0006659;1;Varon;48;AUTO-SD;AUTO;N/D;N/D;2019-01-04;1;9;Campana y Bazurco 0, Barrio: Villa Pueyrredon  , jurisdicción comisaria:  Vecinal 12B;N/D;N/D;12;-58.512465;-34.584012
LC-2019-0006789;1;Mujer;5;SD-SD;N/D;N/D;N/D;2019-01-04;1;11;Ramsay 2250, Barrio: Belgrano  , jurisdicción comisaria:  Vecinal 13A;N/D;N/D;13;-58.440762;-34.551161
LC-2019-0007294;1;Varon;39;MOTO-SD;MOTO;N/D;N/D;2019-01-04;1;12;Giribone y Plaza 0, Barrio:   , jurisdicción comisaria:;N/D;N/D;15;-58.467221;-34.579471
LC-2019-0007660;1;Varon;23;MOTO-SD;MOTO;N/D;N/D;2019-01-04;1;15;Guayaquil y Viel 0, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 6B;N/D;N/D;6;-58.432988;-34.620044
LC-2019-0007701;1;Varon;34;MOTO-SD;MOTO;N/D;N/D;2019-01-04;1;16;Montes De Oca, Manuel y Olavarria 0, Barrio: Barracas  , jurisdicción comisaria:  Vecinal 4D;N/D;N/D;4;-58.3743;-34.640305
LC-2019-0007778;1;Mujer;56;PEATON-SD;PEATON;N/D;N/D;2019-01-04;1;17;Larrazabal y Tonelero 0, Barrio: Liniers  , jurisdicción comisaria:  Vecinal 9B;N/D;N/D;9;-58.514654;-34.64153
LC-2019-0008077;1;Mujer;44;MOTO-SD;MOTO;N/D;N/D;2019-01-04;1;16;Chorroarin Av. 300, Barrio: Agronomia  , jurisdicción comisaria:  Vecinal 15C;N/D;N/D;15;-58.477241;-34.595179
LC-2019-0008227;1;Mujer;26;AUTO-SD;AUTO;N/D;N/D;2019-01-04;1;19;Cochabamba y Liniers Virrey 0, Barrio: Boedo  , jurisdicción comisaria:  Vecinal 5B;N/D;N/D;5;-58.413443;-34.626664
LC-2019-0008238;2;Mujer;69;SD-SD;N/D;N/D;N/D;2019-01-04;1;19;De Los Constituyentes Av. 3185, Barrio: Parque Chas  , jurisdicción comisaria:  Vecinal 15C;N/D;N/D;15;-58.479158;-34.590782
LC-2019-0008238;2;Mujer;69;SD-SD;N/D;N/D;N/D;2019-01-04;1;19;De Los Constituyentes Av. 3185, Barrio: Parque Chas  , jurisdicción comisaria:  Vecinal 15C;N/D;N/D;15;-58.479158;-34.590782
LC-2019-0008314;1;Mujer;55;PEATON-SD;PEATON;N/D;N/D;2019-01-04;1;5;Corrientes Av. y Olleros 0, Barrio: Chacarita  , jurisdicción comisaria:  Vecinal 15A;N/D;N/D;15;-58.453898;-34.58744
LC-2019-0008367;1;Varon;46;MOTO-SD;MOTO;N/D;N/D;2019-01-04;1;20;Diaz Velez Av. 5152, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 6A;N/D;N/D;6;-58.439337;-34.608879
LC-2019-0008388;3;Mujer;34;SD-SD;N/D;N/D;N/D;2019-01-04;1;20;Lacroze, Federico Av. 4100, Barrio: Chacarita  , jurisdicción comisaria:  Vecinal 15A;N/D;N/D;15;-58.454242;-34.585794
LC-2019-0008467;1;Varon;29;MOTO-SD;MOTO;N/D;N/D;2019-01-04;1;22;Paz, Gral. Av. y Nazarre 0, Barrio: Villa Real  , jurisdicción comisaria:  Vecinal 10B;N/D;N/D;10;-58.529911;-34.625715
LC-2019-0008493;1;Mujer;34;PEATON-SD;PEATON;N/D;N/D;2019-01-04;1;18;Cordoba Av. y Dorrego Av. 0, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 15A;N/D;N/D;15;-58.444788;-34.584513
LC-2019-0008565;1;Varon;34;AUTO-SD;AUTO;N/D;N/D;2019-01-04;1;23;Gomez, Juan Carlos y Finochietto Enrique Dr. 0, Barrio: Parque Patricios  , jurisdicción comisaria:  Vecinal 4A;N/D;N/D;4;-58.391554;-34.635687
LC-2019-0008566;1;Varon;26;PEATON-SD;PEATON;N/D;N/D;2019-01-04;1;21;Baigorria y Cervantes 0, Barrio: Monte Castro  , jurisdicción comisaria:  Vecinal 10A;N/D;N/D;10;-58.514329;-34.617879
LC-2019-0011897;1;Mujer;38;TRANSPORTE PUBLICO-SD;TRANSPORTE PUBLICO;N/D;N/D;2019-01-04;1;15;San Juan Av. y Jujuy Av. 0, Barrio: San Cristobal  , jurisdicción comisaria:  Vecinal 3B;N/D;N/D;3;-58.402176;-34.623778
LC-2019-0017883;1;Varon;53;MOTO-SD;MOTO;N/D;N/D;2019-01-04;1;16;Cordoba Av. y Acuña De Figueroa, Francisco 0, Barrio: Almagro  , jurisdicción comisaria:  Vecinal 14A;N/D;N/D;14;-58.421782;-34.597734
LC-2019-0020135;1;Varon;23;SD-SD;N/D;N/D;N/D;2019-01-04;1;22;Cosquin y Fernandez De La Cruz, F., Gral. Av. 0, Barrio: Villa Riachuelo  , jurisdicción comisaria:  Vecinal 8C;N/D;N/D;8;-58.474577;-34.68688
LC-2019-0020930;1;Varon;28;SD-SD;N/D;N/D;N/D;2019-01-04;1;21;Superi y Congreso Av. 0, Barrio: Coghlan  , jurisdicción comisaria:  Vecinal 12C;N/D;N/D;12;-58.4727;-34.560778
LC-2019-0267364;1;Varon;41;SD-SD;N/D;N/D;N/D;2019-01-04;1;14;Mexico y Jujuy Av. 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3B;N/D;N/D;3;-58.404144;-34.617043
LC-2019-0009312;1;Mujer;74;CICLISTA-SD;CICLISTA;N/D;N/D;2019-01-05;1;13;Yerbal y Virgilio 0, Barrio: Villa Luro  , jurisdicción comisaria:  Vecinal 10C;N/D;N/D;10;-58.5011;-34.636705
LC-2019-0052387;1;Varon;27;CICLISTA-SD;CICLISTA;N/D;N/D;2019-01-05;1;23;La Rioja y Chile 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3B;N/D;N/D;3;-58.407935;-34.618887
LC-2019-0008603;1;Varon;43;SD-SD;N/D;N/D;N/D;2019-01-05;1;0;Rivadavia Av. 3578, Barrio: Almagro  , jurisdicción comisaria:  Vecinal 5A;N/D;N/D;5;-58.416892;-34.610987
LC-2019-0008860;3;Varon;67;TRANSPORTE PUBLICO-SD;TRANSPORTE PUBLICO;N/D;N/D;2019-01-05;1;6;Alcorta, Amancio Av. y Ochoa, Enrique 0, Barrio: Nueva Pompeya  , jurisdicción comisaria:  Vecinal 4B;N/D;N/D;4;-58.412835;-34.655086
LC-2019-0008860;3;Varon;67;TRANSPORTE PUBLICO-SD;TRANSPORTE PUBLICO;N/D;N/D;2019-01-05;1;6;Alcorta, Amancio Av. y Ochoa, Enrique 0, Barrio: Nueva Pompeya  , jurisdicción comisaria:  Vecinal 4B;N/D;N/D;4;-58.412835;-34.655086
LC-2019-0008860;3;Varon;40;TRANSPORTE PUBLICO-SD;TRANSPORTE PUBLICO;N/D;N/D;2019-01-05;1;6;Alcorta, Amancio Av. y Ochoa, Enrique 0, Barrio: Nueva Pompeya  , jurisdicción comisaria:  Vecinal 4B;N/D;N/D;4;-58.412835;-34.655086
LC-2019-0008916;1;Varon;33;AUTO-SD;AUTO;N/D;N/D;2019-01-05;1;9;Autopista 25 De Mayo y Catamarca 0, Barrio: San Cristobal  , jurisdicción comisaria:  Vecinal 3B;N/D;N/D;3;-58.403052;-34.625845
LC-2019-0009068;1;Varon;54;SD-SD;N/D;N/D;N/D;2019-01-05;1;11;PAZ, GRAL. AV. Y NOGOYA 0, BARRIO: VERSALLES  , JURISDICCIÓN COMISARIA:  VECINAL 10B;N/D;N/D;10;-58.529805;-34.627034
LC-2019-0009123;1;Varon;51;MOTO-SD;MOTO;N/D;N/D;2019-01-05;1;11;Garcia, Juan Agustin 4786, Barrio: Velez Sarsfield  , jurisdicción comisaria:  Vecinal 10A;N/D;N/D;10;-58.501286;-34.622979
LC-2019-0009194;1;Varon;33;PEATON-SD;PEATON;N/D;N/D;2019-01-05;1;11;Dean Funes 1433, Barrio: San Cristobal  , jurisdicción comisaria:  Vecinal 3B;N/D;N/D;3;-58.405445;-34.627374
LC-2019-0009305;1;Varon;42;SD-SD;N/D;N/D;N/D;2019-01-05;1;10;San Pedrito y Chilavert, Martiniano, Coronel 0, Barrio: Villa Soldati  , jurisdicción comisaria:  Vecinal 8B;N/D;N/D;8;-58.442861;-34.657568
LC-2019-0009325;1;Varon;70;MOTO-SD;MOTO;N/D;N/D;2019-01-05;1;6;Madero, Eduardo Av. y Guemes, Macacha 0, Barrio: San Nicolas  , jurisdicción comisaria:  Vecinal 1E;N/D;N/D;1;-58.36793;-34.605172
LC-2019-0009392;1;Mujer;40;PEATON-SD;PEATON;N/D;N/D;2019-01-05;1;15;Padilla y Malabia 0, Barrio: Villa Crespo  , jurisdicción comisaria:  Vecinal 15B;N/D;N/D;15;-58.441826;-34.60066
LC-2019-0009580;1;Mujer;6;TRANSPORTE PUBLICO-SD;TRANSPORTE PUBLICO;N/D;N/D;2019-01-05;1;16;Cabildo Av. 3631, Barrio: Nuñez VIA METROBUS , jurisdicción comisaria:  Vecinal 13B;N/D;N/D;13;-58.467688;-34.549342
LC-2019-0009722;1;Mujer;30;MOTO-SD;MOTO;N/D;N/D;2019-01-05;1;19;De La Torre, Lisandro y Barros Pazos, Jose 0, Barrio: Villa Riachuelo  , jurisdicción comisaria:  Vecinal 8A;N/D;N/D;8;-58.47462;-34.683043
LC-2019-0009807;2;Varon;40;SD-SD;N/D;N/D;N/D;2019-01-05;1;20;Asturias Av. 2800, Barrio: Parque Avellaneda  , jurisdicción comisaria:  Vecinal 9C;N/D;N/D;9;-58.465951;-34.658307
LC-2019-0009807;2;Varon;40;SD-SD;N/D;N/D;N/D;2019-01-05;1;20;Asturias Av. 2800, Barrio: Parque Avellaneda  , jurisdicción comisaria:  Vecinal 9C;N/D;N/D;9;-58.465951;-34.658307
LC-2019-0010031;1;Varon;28;MOTO-SD;MOTO;N/D;N/D;2019-01-05;1;23;Gavilan y Biarritz 0, Barrio: Villa Del Parque  , jurisdicción comisaria:  Vecinal 15A;N/D;N/D;15;-58.474932;-34.604173
LC-2019-0010621;1;Mujer;12;PEATON-SD;PEATON;N/D;N/D;2019-01-05;1;21;Flores, Venancio, Gral. y Carrasco Av. 0, Barrio: Velez Sarsfield  , jurisdicción comisaria:  Vecinal 10A;N/D;N/D;10;-58.488908;-34.634216
LC-2019-0012840;1;Mujer;83;SD-SD;N/D;N/D;N/D;2019-01-05;1;22;Helguera 2999, Barrio: Villa Del Parque  , jurisdicción comisaria:  Vecinal 11B;N/D;N/D;11;-58.493016;-34.601758
LC-2019-0010050;1;Varon;24;CICLISTA-SD;CICLISTA;N/D;N/D;2019-01-06;1;2;Alberdi, Juan Bautista Av. 3000, Barrio: Flores  , jurisdicción comisaria:  Vecinal 7C;N/D;N/D;7;-58.469868;-34.633801
