Id;Victimas;Sexo;Edad_Victima;Participantes;Victima;Acusado;Vehiculo_Victima;Fecha;Semestre;Franja_Horaria;Direccion;Tipo_De_Calle;Altura\Cruce;Comuna;Longitud;Latitud
LC-2019-0729142;1;Varon;32;CICLISTA-SD;CICLISTA;N/D;N/D;2019-11-16;2;3;Comisaria:  Vecinal 13C. Calle y altura:  Martinez, Enrique, Gral. 390 Piso:  Dpto:  Barrio: Colegiales;N/D;N/D;13;-58.448375;-34.579767
LC-2019-0723014;1;Mujer;78;MOTO-SD;MOTO;N/D;N/D;2019-11-16;2;6;N/D;N/D;N/D;11;-58.463031;-34.615232
LC-2019-0723370;1;Varon;37;SD-SD;N/D;N/D;N/D;2019-11-16;2;7;N/D;N/D;N/D;13;-58.457022;-34.566497
LC-2019-0723394;1;Varon;43;MOTO-SD;MOTO;N/D;N/D;2019-11-16;2;14;N/D;N/D;N/D;3;-58.402484;-34.622438
LC-2019-0723483;1;Varon;26;AUTO-SD;AUTO;N/D;N/D;2019-11-16;2;11;Mansilla, Lucio Norberto, General y Quirno Costa, Norberto, Dr. 0, Barrio: Recoleta  , jurisdicción comisaria:  Vecinal 2B;N/D;N/D;2;-58.405609;-34.595738
LC-2019-0723642;1;Varon;30;SD-SD;N/D;N/D;N/D;2019-11-16;2;13;N/D;N/D;N/D;15;-58.431158;-34.60088
LC-2019-0723798;1;Varon;23;PEATON-SD;PEATON;N/D;N/D;2019-11-16;2;17;N/D;N/D;N/D;15;-58.468635;-34.578751
LC-2019-0724338;1;Varon;22;AUTO-SD;AUTO;N/D;N/D;2019-11-17;2;2;N/D;N/D;N/D;7;-58.471196;-34.634118
LC-2019-0724439;1;Mujer;19;AUTO-SD;AUTO;N/D;N/D;2019-11-17;2;4;N/D;N/D;N/D;11;-58.479088;-34.620542
LC-2019-0724514;1;Varon;39;AUTO-SD;AUTO;N/D;N/D;2019-11-17;2;5;Justo, Juan B. Av. y Condarco 0, Barrio: Villa Gral. Mitre  , jurisdicción comisaria:  Vecinal 11A;N/D;N/D;11;-58.474058;-34.616092
LC-2019-0724536;2;Varon;26;AUTO-SD;AUTO;N/D;N/D;2019-11-17;2;7;Monroe y Conesa 0, Barrio: Belgrano  , jurisdicción comisaria:  Vecinal 13C;N/D;N/D;13;-58.465499;-34.561602
LC-2019-0724536;2;Varon;39;AUTO-SD;AUTO;N/D;N/D;2019-11-17;2;7;Monroe y Conesa 0, Barrio: Belgrano  , jurisdicción comisaria:  Vecinal 13C;N/D;N/D;13;-58.465499;-34.561602
LC-2019-0724584;1;Varon;62;SD-SD;N/D;N/D;N/D;2019-11-17;2;8;N/D;N/D;N/D;14;-58.417963;-34.566739
LC-2019-0724636;1;Varon;29;SD-SD;N/D;N/D;N/D;2019-11-17;2;5;N/D;N/D;N/D;1;-58.380964;-34.604035
LC-2019-0724952;1;Varon;32;AUTO-SD;AUTO;N/D;N/D;2019-11-17;2;15;N/D;N/D;N/D;11;-58.463947;-34.608207
LC-2019-0725206;1;Varon;49;MOTO-SD;MOTO;N/D;N/D;2019-11-17;2;18;N/D;N/D;N/D;13;-58.46376;-34.56325
LC-2019-0728774;1;Mujer;68;TRANSPORTE PUBLICO-SD;TRANSPORTE PUBLICO;N/D;N/D;2019-11-17;2;20;Corrientes Av. y Callao Av. 0, Barrio: San Nicolas  , jurisdicción comisaria:  Vecinal 3A;N/D;N/D;3;-58.392293;-34.604434
LC-2019-0737403;1;Varon;24;AUTO-SD;AUTO;N/D;N/D;2019-11-17;2;5;Garay, Juan De Av. y Solis 0, Barrio: Constitucion  , jurisdicción comisaria:  Vecinal 1C;N/D;N/D;1;-58.389444;-34.627205
LC-2019-0726428;1;Mujer;80;SD-SD;N/D;N/D;N/D;2019-11-18;2;16;N/D;N/D;N/D;14;-58.441229;-34.569376
LC-2019-0726467;1;Varon;28;MOTO-SD;MOTO;N/D;N/D;2019-11-18;2;16;N/D;N/D;N/D;4;-58.410593;-34.648755
LC-2019-0726468;1;Varon;46;PEATON-SD;PEATON;N/D;N/D;2019-11-18;2;17;Tucuman y Pueyrredon Av. 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3A;N/D;N/D;3;-58.404808;-34.601838
LC-2019-0726669;1;Varon;25;SD-SD;N/D;N/D;N/D;2019-11-18;2;21;N/D;N/D;N/D;7;-58.433884;-34.65044
LC-2019-0726782;1;Mujer;40;AUTO-SD;AUTO;N/D;N/D;2019-11-18;2;22;N/D;N/D;N/D;1;-58.369046;-34.613548
LC-2019-0728397;1;Varon;57;TRANSPORTE PUBLICO-SD;TRANSPORTE PUBLICO;N/D;N/D;2019-11-18;2;16;Paseo Colon Av. y Humberto 1° 0, Barrio: San Telmo  , jurisdicción comisaria:  Vecinal 1E;N/D;N/D;1;-58.368441;-34.620595
LC-2019-0750804;2;Varon;4;PEATON-SD;PEATON;N/D;N/D;2019-11-18;2;19;Brown, Alte. Av. 614, Barrio: Boca  , jurisdicción comisaria:  Vecinal 4C;N/D;N/D;4;-58.363072;-34.630409
LC-2019-0750804;2;Mujer;25;PEATON-SD;PEATON;N/D;N/D;2019-11-18;2;19;Brown, Alte. Av. 614, Barrio: Boca  , jurisdicción comisaria:  Vecinal 4C;N/D;N/D;4;-58.363072;-34.630409
LC-2019-0728468;1;Varon;24;CICLISTA-SD;CICLISTA;N/D;N/D;2019-11-19;2;13;Rio De Janeiro 1068, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 6A;N/D;N/D;6;-58.43307;-34.603095
LC-2019-0727029;1;Varon;31;SD-SD;N/D;N/D;N/D;2019-11-19;2;7;N/D;N/D;N/D;12;-58.500649;-34.552046
LC-2019-0727065;1;Mujer;24;SD-SD;N/D;N/D;N/D;2019-11-19;2;7;N/D;N/D;N/D;15;-58.494714;-34.596947
LC-2019-0727095;1;Mujer;49;AUTO-SD;AUTO;N/D;N/D;2019-11-19;2;8;N/D;N/D;N/D;9;-58.511401;-34.658463
LC-2019-0727099;1;Varon;47;SD-SD;N/D;N/D;N/D;2019-11-19;2;7;N/D;N/D;N/D;9;-58.511712;-34.654568
LC-2019-0728547;1;Varon;37;SD-SD;N/D;N/D;N/D;2019-11-19;2;15;N/D;N/D;N/D;2;-58.391853;-34.574113
LC-2019-0728574;1;Varon;27;SD-SD;N/D;N/D;N/D;2019-11-19;2;12;N/D;N/D;N/D;3;-58.403427;-34.60911
LC-2019-0728668;1;Varon;40;MOTO-SD;MOTO;N/D;N/D;2019-11-19;2;13;N/D;N/D;N/D;10;-58.479533;-34.637345
LC-2019-0728838;1;Mujer;66;PEATON-SD;PEATON;N/D;N/D;2019-11-19;2;17;Republica Bolivariana De Venezuela y Piedras 0, Barrio: Monserrat  , jurisdicción comisaria:  Vecinal 1E;N/D;N/D;1;-58.377543;-34.613995
LC-2019-0728947;1;Varon;27;AUTO-SD;AUTO;N/D;N/D;2019-11-19;2;11;N/D;N/D;N/D;7;-58.467492;-34.635516
LC-2019-0728964;1;Varon;36;MOTO-SD;MOTO;N/D;N/D;2019-11-19;2;17;Olazabal Av. 3450, Barrio: Belgrano  , jurisdicción comisaria:  Vecinal 13C;N/D;N/D;13;-58.46893;-34.566567
LC-2019-0728981;1;Varon;15;MOTO-SD;MOTO;N/D;N/D;2019-11-19;2;16;N/D;N/D;N/D;5;-58.430166;-34.612003
LC-2019-0729111;1;Mujer;37;PEATON-SD;PEATON;N/D;N/D;2019-11-19;2;19;LARRALDE, CRISOLOGO AV. 6392, Barrio: Villa Urquiza  , jurisdicción comisaria:  Vecinal 12C;N/D;N/D;12;-58.508676;-34.569472
LC-2019-0729382;1;Varon;28;MOTO-SD;MOTO;N/D;N/D;2019-11-19;2;21;N/D;N/D;N/D;5;-58.422563;-34.603015
LC-2019-0729751;1;Mujer;72;TRANSPORTE PUBLICO-SD;TRANSPORTE PUBLICO;N/D;N/D;2019-11-19;2;21;Mosconi General Av. y De Los Constituyentes Av. 0, Barrio: Villa Pueyrredon  , jurisdicción comisaria:  Vecinal 12B;N/D;N/D;12;-58.493452;-34.580885
LC-2019-0729798;1;Varon;24;PEATON-SD;PEATON;N/D;N/D;2019-11-19;2;22;Rivadavia Av. y Carabobo Av. 0, Barrio: Flores  , jurisdicción comisaria:  Vecinal 7C;N/D;N/D;7;-58.456711;-34.626665
LC-2019-0729854;1;Varon;19;PEATON-SD;PEATON;N/D;N/D;2019-11-19;2;11;Freire, Ramon, Cap. Gral. y Pino, Virrey Del 0, Barrio: Belgrano  , jurisdicción comisaria:  Vecinal 13C;N/D;N/D;13;-58.460952;-34.570613
LC-2019-0745866;1;Varon;48;PEATON-SD;PEATON;N/D;N/D;2019-11-19;2;14;Lamas, Andres y Garcia, Juan Agustin 0, Barrio: Villa Gral. Mitre  , jurisdicción comisaria:  Vecinal 11A;N/D;N/D;11;-58.471082;-34.604704
LC-2019-0730948;1;Mujer;30;CICLISTA-SD;CICLISTA;N/D;N/D;2019-11-20;2;12;Comisaria:  Vecinal 2B. Calle y altura:  Alvear, Marcelo T. De 2350 Piso:  Dpto:  Barrio: Recoleta;N/D;N/D;2;-58.400915;-34.596596
LC-2019-0732047;1;Varon;34;CICLISTA-SD;CICLISTA;N/D;N/D;2019-11-20;2;16;Lavalle y Pasteur 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3A;N/D;N/D;3;-58.399557;-34.603343
LC-2019-0736858;1;Mujer;44;CICLISTA-SD;CICLISTA;N/D;N/D;2019-11-20;2;13;Carrillo, Ramon, Dr. y Suarez Av. 0, Barrio: Barracas  , jurisdicción comisaria:  Vecinal 4D;N/D;N/D;4;-58.380919;-34.642113
LC-2019-0744761;1;Varon;56;CICLISTA-SD;CICLISTA;N/D;N/D;2019-11-20;2;12;El Salvador 3848, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14A;N/D;N/D;14;-58.41711;-34.592808
LC-2019-0729848;1;Varon;38;PEATON-SD;PEATON;N/D;N/D;2019-11-20;2;22;N/D;N/D;N/D;8;-58.37723;-34.61315
LC-2019-0729923;1;Varon;24;AUTO-SD;AUTO;N/D;N/D;2019-11-20;2;23;N/D;N/D;N/D;3;-58.405475;-34.604562
LC-2019-0730365;1;Varon;47;AUTO-SD;AUTO;N/D;N/D;2019-11-20;2;8;N/D;N/D;N/D;1;-58.377863;-34.591078
LC-2019-0730367;1;Varon;53;MOTO-SD;MOTO;N/D;N/D;2019-11-20;2;14;N/D;N/D;N/D;3;-58.411197;-34.601689
LC-2019-0730667;1;Varon;40;SD-SD;N/D;N/D;N/D;2019-11-20;2;9;Ambrosetti, Juan B. 237, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 6A;N/D;N/D;6;-58.436532;-34.6151
LC-2019-0732042;1;Varon;27;AUTO-SD;AUTO;N/D;N/D;2019-11-20;2;19;N/D;N/D;N/D;7;-58.471323;-34.627174
LC-2019-0732258;1;Mujer;27;SD-SD;N/D;N/D;N/D;2019-11-20;2;17;N/D;N/D;N/D;14;-58.420589;-34.580794
LC-2019-0732400;1;Varon;37;AUTO-SD;AUTO;N/D;N/D;2019-11-20;2;17;N/D;N/D;N/D;4;-58.421818;-34.658645
LC-2019-0732640;1;Varon;41;AUTO-SD;AUTO;N/D;N/D;2019-11-21;2;0;N/D;N/D;N/D;14;-58.415231;-34.581684
LC-2019-0732762;1;Varon;46;SD-SD;N/D;N/D;N/D;2019-11-21;2;4;N/D;N/D;N/D;10;-58.520522;-34.633002
LC-2019-0732923;1;Varon;57;MOTO-SD;MOTO;N/D;N/D;2019-11-21;2;8;N/D;N/D;N/D;3;-58.392599;-34.601985
LC-2019-0732925;1;Varon;50;SD-SD;N/D;N/D;N/D;2019-11-21;2;12;N/D;N/D;N/D;1;-58.379387;-34.604906
LC-2019-0733338;1;Varon;29;SD-SD;N/D;N/D;N/D;2019-11-21;2;18;N/D;N/D;N/D;10;-58.485774;-34.633946
LC-2019-0733472;1;Varon;61;SD-SD;N/D;N/D;N/D;2019-11-21;2;18;N/D;N/D;N/D;9;-58.490669;-34.642735
LC-2019-0733717;1;Varon;26;MOTO-SD;MOTO;N/D;N/D;2019-11-21;2;11;Comisaria:  Vecinal 3A. Calle y altura:  Corrientes Av. 2900 Piso:  Dpto:  Barrio: Balvanera;N/D;N/D;3;-58.406539;-34.604512
LC-2019-0734100;1;Varon;73;SD-SD;N/D;N/D;N/D;2019-11-21;2;12;N/D;N/D;N/D;14;-58.423907;-34.562018
LC-2019-0734234;1;Mujer;33;PEATON-SD;PEATON;N/D;N/D;2019-11-21;2;13;N/D;N/D;N/D;6;-58.437294;-34.613855
LC-2019-0734433;1;Varon;44;MOTO-SD;MOTO;N/D;N/D;2019-11-21;2;13;N/D;N/D;N/D;13;-58.43412;-34.553955
LC-2019-0734638;1;Varon;33;MOTO-SD;MOTO;N/D;N/D;2019-11-21;2;16;N/D;N/D;N/D;15;-58.449063;-34.606913
LC-2019-0734915;1;Varon;22;SD-SD;N/D;N/D;N/D;2019-11-21;2;15;N/D;N/D;N/D;7;-58.447153;-34.642125
LC-2019-0734959;1;Varon;18;AUTO-SD;AUTO;N/D;N/D;2019-11-21;2;19;N/D;N/D;N/D;9;-58.525092;-34.651794
LC-2019-0735022;1;Varon;62;PEATON-SD;PEATON;N/D;N/D;2019-11-21;2;19;UDAONDO, GUILLERMO AV. 901, Barrio: Belgrano  , jurisdicción comisaria:  Vecinal 13B;N/D;N/D;13;-58.447962;-34.539995
LC-2019-0735962;1;Varon;18;SD-SD;N/D;N/D;N/D;2019-11-21;2;19;Montiel y Leguizamon, Onesimo 0, Barrio: Liniers  , jurisdicción comisaria:  Vecinal 9B;N/D;N/D;9;-58.525092;-34.651794
LC-2019-0737936;1;Mujer;60;PEATON-SD;PEATON;N/D;N/D;2019-11-21;2;15;Lacroze, Federico Av. y Martinez, Enrique, Gral. 0, Barrio: Colegiales  , jurisdicción comisaria:  Vecinal 13C;N/D;N/D;13;-58.449985;-34.578927
LC-2019-0738851;1;Mujer;29;MOTO-SD;MOTO;N/D;N/D;2019-11-21;2;11;Santa Fe Av. y Austria 0, Barrio: Recoleta  , jurisdicción comisaria:  Vecinal 2B;N/D;N/D;2;-58.407944;-34.590868
LC-2019-0786054;1;Mujer;26;MOTO-SD;MOTO;N/D;N/D;2019-11-21;2;8;Acha, Mariano, Gral. y Rivera, Pedro I., Dr. 0, Barrio: Villa Urquiza  , jurisdicción comisaria:  Vecinal 12C;N/D;N/D;12;-58.480749;-34.568134
LC-2019-0821761;1;Mujer;66;PEATON-SD;PEATON;N/D;N/D;2019-11-21;2;20;Donizetti y Zelada 0, Barrio: Villa Luro  , jurisdicción comisaria:  Vecinal 10C;N/D;N/D;10;-58.4956;-34.64197
LC-2019-0735568;2;Mujer;32;AUTO-SD;AUTO;N/D;N/D;2019-11-22;2;4;9 De Julio Av. y Cordoba Av. 0, Barrio: Retiro  , jurisdicción comisaria:  Vecinal 1A;N/D;N/D;1;-58.382097;-34.599069
LC-2019-0735568;2;Varon;68;AUTO-SD;AUTO;N/D;N/D;2019-11-22;2;4;9 De Julio Av. y Cordoba Av. 0, Barrio: Retiro  , jurisdicción comisaria:  Vecinal 1A;N/D;N/D;1;-58.382097;-34.599069
LC-2019-0735624;1;Varon;26;AUTO-SD;AUTO;N/D;N/D;2019-11-22;2;5;N/D;N/D;N/D;9;-58.5183;-34.648681
LC-2019-0735625;1;Varon;32;PEATON-SD;PEATON;N/D;N/D;2019-11-22;2;8;N/D;N/D;N/D;14;-58.422607;-34.58058
LC-2019-0736612;1;Varon;31;AUTO-SD;AUTO;N/D;N/D;2019-11-22;2;12;N/D;N/D;N/D;12;-58.500649;-34.552046
LC-2019-0737258;1;Varon;46;AUTO-SD;AUTO;N/D;N/D;2019-11-22;2;6;Pino, Virrey Del y O Higgins 0, Barrio: Belgrano  , jurisdicción comisaria:  Vecinal 13A;N/D;N/D;13;-58.448919;-34.564538
LC-2019-0737344;1;Varon;28;AUTO-SD;AUTO;N/D;N/D;2019-11-22;2;15;N/D;N/D;N/D;7;-58.442441;-34.642653
LC-2019-0737843;1;Varon;44;MOTO-SD;MOTO;N/D;N/D;2019-11-22;2;17;N/D;N/D;N/D;13;-58.470953;-34.553859
LC-2019-0737870;1;Varon;54;SD-SD;N/D;N/D;N/D;2019-11-22;2;19;N/D;N/D;N/D;7;-58.453291;-34.636477
LC-2019-0737966;1;Mujer;24;SD-SD;N/D;N/D;N/D;2019-11-22;2;19;N/D;N/D;N/D;8;-58.476557;-34.673099
LC-2019-0738080;1;Mujer;30;SD-SD;N/D;N/D;N/D;2019-11-23;2;18;N/D;N/D;N/D;7;-58.37723;-34.61315
LC-2019-0738172;1;Varon;41;SD-SD;N/D;N/D;N/D;2019-11-23;2;0;N/D;N/D;N/D;1;-58.381002;-34.622148
LC-2019-0738489;1;Varon;52;MOTO-SD;MOTO;N/D;N/D;2019-11-23;2;8;N/D;N/D;N/D;7;-58.473166;-34.626851
LC-2019-0738876;1;Varon;28;MOTO-SD;MOTO;N/D;N/D;2019-11-23;2;12;Newbery, Jorge Av. 4870, Barrio: Chacarita  , jurisdicción comisaria:  Vecinal 15A;N/D;N/D;15;-58.458506;-34.596047
LC-2019-0739160;1;Varon;22;PEATON-SD;PEATON;N/D;N/D;2019-11-23;2;8;N/D;N/D;N/D;3;-58.413105;-34.610636
LC-2019-0739173;1;Mujer;44;SD-SD;N/D;N/D;N/D;2019-11-23;2;18;N/D;N/D;N/D;15;-58.45261;-34.599587
LC-2019-0739236;1;Varon;29;SD-SD;N/D;N/D;N/D;2019-11-23;2;18;N/D;N/D;N/D;8;-58.434189;-34.656214
LC-2019-0739243;1;Varon;47;AUTO-SD;AUTO;N/D;N/D;2019-11-23;2;17;N/D;N/D;N/D;1;-58.385759;-34.624116
LC-2019-0744848;1;Varon;27;SD-SD;N/D;N/D;N/D;2019-11-23;2;13;Paz, Gral. Av. y Autopista Dellepiane Luis Tte. Gral. 0, Barrio: Villa Lugano  , jurisdicción comisaria:  Vecinal 8A;N/D;N/D;8;-58.484118;-34.685324
LC-2019-0749619;1;Varon;30;MOTO-SD;MOTO;N/D;N/D;2019-11-23;2;15;Del Libertador Av. y Paz, Gral. Av. 0, Barrio: Nuñez  , jurisdicción comisaria:  Vecinal 13B;N/D;N/D;13;-58.466808;-34.535844
LC-2019-0739546;1;Varon;41;SD-SD;N/D;N/D;N/D;2019-11-24;2;0;N/D;N/D;N/D;4;-58.426986;-34.644944
LC-2019-0739615;1;Varon;36;SD-SD;N/D;N/D;N/D;2019-11-24;2;22;N/D;N/D;N/D;14;-58.416804;-34.562341
LC-2019-0739646;1;Mujer;62;MOTO-SD;MOTO;N/D;N/D;2019-11-24;2;15;N/D;N/D;N/D;8;-58.484969;-34.678757
LC-2019-0739833;1;Varon;30;MOTO-SD;MOTO;N/D;N/D;2019-11-24;2;7;N/D;N/D;N/D;1;-58.391676;-34.609352
LC-2019-0740105;1;Varon;42;SD-SD;N/D;N/D;N/D;2019-11-24;2;20;N/D;N/D;N/D;9;-58.490833;-34.645935
LC-2019-0740391;1;Mujer;49;TRANSPORTE PUBLICO-SD;TRANSPORTE PUBLICO;N/D;N/D;2019-11-24;2;17;Tapalque y Medina 0, Barrio: Parque Avellaneda  , jurisdicción comisaria:  Vecinal 9C;N/D;N/D;9;-58.487037;-34.641905
LC-2019-0740665;1;Varon;40;SD-SD;N/D;N/D;N/D;2019-11-24;2;18;N/D;N/D;N/D;12;-58.472031;-34.54564
LC-2019-0740834;1;Varon;70;PEATON-SD;PEATON;N/D;N/D;2019-11-24;2;21;Hernandez, Jose y Ciudad De La Paz 0, Barrio: Belgrano  , jurisdicción comisaria:  Vecinal 13C;N/D;N/D;13;-58.454529;-34.566255
LC-2019-0750309;1;Varon;63;AUTO-SD;AUTO;N/D;N/D;2019-11-24;2;7;Comisaria:  Vecinal 3A. Calle y altura:  24 De Noviembre 400 Piso:  Dpto:  Barrio: Balvanera;N/D;N/D;3;-58.411116;-34.615244
LC-2019-0760013;1;Mujer;50;AUTO-SD;AUTO;N/D;N/D;2019-11-24;2;6;Beiro, Francisco Av. 2855, Barrio: Agronomia  , jurisdicción comisaria:  Vecinal 15C;N/D;N/D;15;-58.493808;-34.594662
LC-2019-0741238;1;Varon;28;MOTO-SD;MOTO;N/D;N/D;2019-11-25;2;7;Entre Rios Av. y Humberto 1° 0, Barrio: San Cristobal  , jurisdicción comisaria:  Vecinal 1C;N/D;N/D;3;-58.39156;-34.621558
LC-2019-0742146;1;Varon;24;PEATON-SD;PEATON;N/D;N/D;2019-11-25;2;10;N/D;N/D;N/D;2;-58.413258;-34.597948
LC-2019-0742480;1;Varon;22;SD-SD;N/D;N/D;N/D;2019-11-25;2;13;N/D;N/D;N/D;9;-58.477004;-34.656261
LC-2019-0742627;1;Mujer;27;AUTO-SD;AUTO;N/D;N/D;2019-11-25;2;15;N/D;N/D;N/D;1;-58.385938;-34.595774
LC-2019-0742696;1;Varon;49;PEATON-SD;PEATON;N/D;N/D;2019-11-25;2;23;N/D;N/D;N/D;15;-58.45544;-34.605192
LC-2019-0743381;1;Mujer;38;AUTO-SD;AUTO;N/D;N/D;2019-11-25;2;15;Paine, Aime y Ezcurra, Encarnacion 0, Barrio: Puerto Madero  , jurisdicción comisaria:  Vecinal 1E;N/D;N/D;1;-58.361066;-34.616071
LC-2019-0743515;1;Mujer;37;AUTO-SD;AUTO;N/D;N/D;2019-11-25;2;18;N/D;N/D;N/D;15;-58.439767;-34.598974
LC-2019-0743737;2;Mujer;53;AUTO-SD;AUTO;N/D;N/D;2019-11-25;2;21;Chile y Pasco 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3B;N/D;N/D;3;-58.39763;-34.617325
LC-2019-0743737;2;Mujer;68;AUTO-SD;AUTO;N/D;N/D;2019-11-25;2;21;Chile y Pasco 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3B;N/D;N/D;3;-58.39763;-34.617325
LC-2019-0744202;1;Varon;37;CICLISTA-SD;CICLISTA;N/D;N/D;2019-11-26;2;7;Pedraza, Manuela y Perez, Roque 0, Barrio: Coghlan  , jurisdicción comisaria:  Vecinal 12C;N/D;N/D;12;-58.476843;-34.55736
LC-2019-0744779;1;Varon;23;CICLISTA-SD;CICLISTA;N/D;N/D;2019-11-26;2;10;San Martin Av. 2750, Barrio: Villa Gral. Mitre  , jurisdicción comisaria:  Vecinal 11A;N/D;N/D;11;-58.464334;-34.603105
LC-2019-0746422;1;Varon;30;CICLISTA-SD;CICLISTA;N/D;N/D;2019-11-26;2;21;Peron, Eva Av. y Paz, Gral. Av. 0, Barrio: Mataderos  , jurisdicción comisaria:  Vecinal 9A;N/D;N/D;9;-58.501639;-34.67398
LC-2019-0743832;1;Mujer;41;SD-SD;N/D;N/D;N/D;2019-11-26;2;22;N/D;N/D;N/D;1;-58.373657;-34.60677
LC-2019-0744106;1;Varon;33;SD-SD;N/D;N/D;N/D;2019-11-26;2;6;N/D;N/D;N/D;4;-58.381154;-34.653738
LC-2019-0745345;1;Varon;23;SD-SD;N/D;N/D;N/D;2019-11-26;2;12;N/D;N/D;N/D;14;-58.436651;-34.577659
LC-2019-0746417;1;Mujer;43;AUTO-SD;AUTO;N/D;N/D;2019-11-26;2;20;N/D;N/D;N/D;2;-58.403251;-34.591833
LC-2019-0746476;1;Varon;49;AUTO-SD;AUTO;N/D;N/D;2019-11-26;2;19;N/D;N/D;N/D;9;-58.474834;-34.657177
LC-2019-0748365;1;Mujer;32;PEATON-SD;PEATON;N/D;N/D;2019-11-26;2;15;Colonia Av. y Uspallata 0, Barrio: Parque Patricios  , jurisdicción comisaria:  Vecinal 4A;N/D;N/D;4;-58.398009;-34.638178
LC-2019-0749110;1;Varon;37;MOTO-SD;MOTO;N/D;N/D;2019-11-26;2;17;Caseros Av. y Zavaleta 0, Barrio: Parque Patricios  , jurisdicción comisaria:  Vecinal 4A;N/D;N/D;4;-58.403786;-34.636791
LC-2019-0748425;1;Mujer;23;CICLISTA-SD;CICLISTA;N/D;N/D;2019-11-27;2;8;Cabrera, Jose A. y Laprida 0, Barrio: Recoleta  , jurisdicción comisaria:  Vecinal 2B;N/D;N/D;2;-58.408867;-34.596967
LC-2019-0748736;1;Mujer;39;CICLISTA-SD;CICLISTA;N/D;N/D;2019-11-27;2;17;Comisaria:  Vecinal 6B. Calle y altura:  Valle 730 Piso:  Dpto:  Barrio: Caballito;N/D;N/D;6;-58.438232;-34.6248
LC-2019-0749230;1;Varon;25;CICLISTA-SD;CICLISTA;N/D;N/D;2019-11-27;2;14;Rivadavia Av. y Callao Av. 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3A;N/D;N/D;3;-58.391962;-34.609233
LC-2019-0746682;1;Varon;25;MOTO-SD;MOTO;N/D;N/D;2019-11-27;2;0;N/D;N/D;N/D;4;-58.36547;-34.644447
LC-2019-0746779;1;Varon;47;AUTO-SD;AUTO;N/D;N/D;2019-11-27;2;11;Paz, Gral. Av. y Goleta Santa Cruz 0, Barrio: Villa Lugano  , jurisdicción comisaria:  Vecinal 8A;N/D;N/D;8;-58.493843;-34.679963
LC-2019-0747094;1;Mujer;15;AUTO-SD;AUTO;N/D;N/D;2019-11-27;2;7;N/D;N/D;N/D;9;-58.517131;-34.661007
LC-2019-0747300;1;Varon;62;SD-SD;N/D;N/D;N/D;2019-11-27;2;8;N/D;N/D;N/D;1;-58.380691;-34.617644
LC-2019-0747326;1;Varon;23;MOTO-SD;MOTO;N/D;N/D;2019-11-27;2;16;N/D;N/D;N/D;14;-58.404878;-34.57655
LC-2019-0747841;1;Mujer;56;MOTO-SD;MOTO;N/D;N/D;2019-11-27;2;11;N/D;N/D;N/D;14;-58.436651;-34.569116
LC-2019-0748252;1;Mujer;46;SD-SD;N/D;N/D;N/D;2019-11-27;2;12;N/D;N/D;N/D;5;-58.429194;-34.608733
LC-2019-0748324;1;Mujer;38;SD-SD;N/D;N/D;N/D;2019-11-27;2;8;Nazca Av. y Santo Tome 0, Barrio: Villa Del Parque  , jurisdicción comisaria:  Vecinal 11A;N/D;N/D;11;-58.487033;-34.604785
LC-2019-0748747;1;Varon;53;MOTO-SD;MOTO;N/D;N/D;2019-11-27;2;15;Dorrego Av. y Montenegro 0, Barrio: Chacarita  , jurisdicción comisaria:  Vecinal 15A;N/D;N/D;15;-58.454796;-34.597352
LC-2019-0748818;1;Mujer;55;MOTO-SD;MOTO;N/D;N/D;2019-11-27;2;15;N/D;N/D;N/D;15;-58.46321;-34.578384
LC-2019-0748932;1;Mujer;55;PEATON-SD;PEATON;N/D;N/D;2019-11-27;2;17;N/D;N/D;N/D;1;-58.36354;-34.598936
LC-2019-0749048;1;Varon;28;AUTO-SD;AUTO;N/D;N/D;2019-11-27;2;18;N/D;N/D;N/D;1;-58.381519;-34.617659
LC-2019-0749108;1;Mujer;59;CAMIONETA-SD;CAMIONETA;N/D;N/D;2019-11-27;2;15;N/D;N/D;N/D;15;-58.453426;-34.585771
LC-2019-0749155;1;Varon;29;PEATON-SD;PEATON;N/D;N/D;2019-11-27;2;13;N/D;N/D;N/D;1;-58.381187;-34.616467
LC-2019-0749530;1;Mujer;32;AUTO-SD;AUTO;N/D;N/D;2019-11-27;2;17;N/D;N/D;N/D;6;-58.430762;-34.622543
LC-2019-0751554;1;Mujer;42;CICLISTA-SD;CICLISTA;N/D;N/D;2019-11-28;2;9;Mexico y Saavedra 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3B;N/D;N/D;3;-58.402692;-34.616743
LC-2019-0752064;1;Mujer;28;CICLISTA-SD;CICLISTA;N/D;N/D;2019-11-28;2;19;N/D;N/D;N/D;1;-58.371855;-34.59762
