Id,Victimas,Sexo,Edad,Rol,Victima,Acusado,Fecha,Semestre,Franja_Horaria,Lugar_Del_Hecho,Tipo_De_Calle,Calle,Direccion,Altura\Cruce,Comuna,Longitud,Latitud
2019-0034,1,MASCULINO,42,CONDUCTOR,MOTO,OBJETO FIJO,2019-04-21,1,9,"MORENO, PERITO AV. 3050",AVENIDA,"MORENO, PERITO AV.","MORENO, PERITO AV. 3050",3050.0,7,-58.45537373,-34.65093074
2019-0035,1,FEMENINO,75,PEATON,PEATON,BICICLETA,2019-04-23,1,14,SUIPACHA 665,CALLE,SUIPACHA,SUIPACHA 665,665.0,1,-58.37942637,-34.60053054
2019-0036,1,MASCULINO,34,CONDUCTOR,MOTO,AUTO,2019-04-26,1,22,RIGLOS Y FORMOSA,CALLE,RIGLOS,RIGLOS y FORMOSA,FORMOSA,6,-58.4368044,-34.62147504
2019-0037,1,MASCULINO,17,CONDUCTOR,MOTO,AUTO,2019-05-01,1,23,LA RIOJA E INDEPENDENCIA AV.,AVENIDA,LA RIOJA,LA RIOJA e INDEPENDENCIA AV.,INDEPENDENCIA AV.,3,-58.40778291,-34.61971907
2019-0038,1,FEMENINO,42,PEATON,PEATON,MOTO,2019-05-04,1,14,"UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.",AVENIDA,"UDAONDO, GUILLERMO AV.","UDAONDO, GUILLERMO AV. y FIGUEROA ALCORTA, PRES. AV.","FIGUEROA ALCORTA, PRES. AV.",13,-58.45212523,-34.54628513
2019-0039,1,MASCULINO,28,CONDUCTOR,MOTO,AUTO,2019-05-09,1,3,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,SAN PEDRITO AV.,SAN PEDRITO AV. y DIRECTORIO AV.,DIRECTORIO AV.,7,-58.46749188,-34.63551751
2019-0040,1,MASCULINO,44,CONDUCTOR,MOTO,SD,2019-05-09,1,12,PUAN Y SANTANDER,CALLE,PUAN,PUAN y SANTANDER,SANTANDER,7,-58.4426358,-34.63679732
2019-0041,1,FEMENINO,78,PASAJERO_ACOMPAÑANTE,AUTO,MULTIPLE,2019-05-11,1,20,"ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. y ANDALGALA",ANDALGALA,9,-58.51140289,-34.65846419
2019-0042,1,MASCULINO,39,PEATON,PEATON,PASAJEROS,2019-05-14,1,15,LIMA Y CONSTITUCION,CALLE,LIMA,LIMA y CONSTITUCION,CONSTITUCION,1,-58.38211431,-34.62465368
2019-0043,1,FEMENINO,42,CICLISTA,BICICLETA,CARGAS,2019-05-21,1,9,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,CORDOBA AV.,"CORDOBA AV. y MADERO, EDUARDO AV.","MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047
2019-0044,1,FEMENINO,77,PEATON,PEATON,MOTO,2019-05-27,1,12,BOEDO AV. 650,AVENIDA,BOEDO AV.,BOEDO AV. 650,650.0,5,-58.41635217,-34.62036547
2019-0045,1,MASCULINO,33,CONDUCTOR,MOTO,CARGAS,2019-06-03,1,7,DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y REPUBLICA DE LA INDIA,REPUBLICA DE LA INDIA,14,-58.41316147,-34.57579669
2019-0046,1,FEMENINO,26,PASAJERO_ACOMPAÑANTE,MOTO,AUTO,2019-06-04,1,9,GRAL PAZ Y CABILDO,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y CABILDO AV.",CABILDO AV.,13,-58.47617802,-34.53825652
2019-0047,1,MASCULINO,76,PEATON,PEATON,CARGAS,2019-06-06,1,10,CASEROS AV. 1700,AVENIDA,CASEROS AV.,CASEROS AV. 1700,1700.0,4,-58.38641783,-34.63330028
2019-0048,1,MASCULINO,32,CONDUCTOR,MOTO,CARGAS,2019-06-07,1,7,AVELLANEDA AV. 1548,AVENIDA,AVELLANEDA AV.,AVELLANEDA AV. 1548,1548.0,6,-58.45322169,-34.62038137
2019-0049,1,FEMENINO,72,PEATON,PEATON,CARGAS,2019-06-08,1,9,CIUDAD DE LA PAZ Y MENDOZA,CALLE,CIUDAD DE LA PAZ,CIUDAD DE LA PAZ y MENDOZA,MENDOZA,13,-58.45849057,-34.56166498
2019-0050,1,MASCULINO,21,CONDUCTOR,MOTO,CARGAS,2019-06-08,1,23,"SALGUERO, JERONIMO Y HONDURAS AV.",AVENIDA,"SALGUERO, JERONIMO","SALGUERO, JERONIMO y HONDURAS AV.",HONDURAS AV.,14,-58.41829559,-34.59411677
2019-0051,1,MASCULINO,41,CONDUCTOR,MOTO,AUTO,2019-06-11,1,10,"FILIBERTO, JUAN DE DIOS Y OLAVARRIA",CALLE,"FILIBERTO, JUAN DE DIOS","FILIBERTO, JUAN DE DIOS y OLAVARRIA",OLAVARRIA,4,-58.36376488,-34.63832093
2019-0053,1,MASCULINO,49,PASAJERO_ACOMPAÑANTE,AUTO,AUTO,2019-06-14,1,17,ASTURIAS AV. Y CASTAÑARES AV.,AVENIDA,ASTURIAS AV.,ASTURIAS AV. y CASTAÃARES AV.,CASTA?ARES AV.,8,-58.46442668,-34.66004784
2019-0054,1,MASCULINO,21,CONDUCTOR,MOTO,OBJETO FIJO,2019-06-20,1,3,GANDARA 2976,CALLE,GANDARA,GANDARA 2976,2976.0,15,-58.48222035,-34.58428769
2019-0055,1,MASCULINO,47,CONDUCTOR,MOTO,PASAJEROS,2019-06-20,1,19,"GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.",AVENIDA,"GUEVARA, TRINIDAD","GUEVARA, TRINIDAD y MADERO, EDUARDO AV.","MADERO, EDUARDO AV.",1,-58.36819005,-34.60283208
2019-0056,1,FEMENINO,75,PEATON,PEATON,AUTO,2019-06-29,1,17,BOYACA AV. 305,AVENIDA,BOYACA AV.,BOYACA AV. 305,305.0,7,-58.45877601,-34.62330939
2019-0057,1,FEMENINO,63,PEATON,PEATON,AUTO,2019-07-05,2,19,ARTILLEROS Y LA PAMPA,CALLE,ARTILLEROS,ARTILLEROS y LA PAMPA,LA PAMPA,13,-58.44196498,-34.55760517
2019-0058,1,MASCULINO,39,CONDUCTOR,MOTO,PASAJEROS,2019-07-10,2,9,AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO e IRIGOYEN,N/D,10,-58.50622631,-34.63627822
2019-0059,1,MASCULINO,30,CONDUCTOR,MOTO,PASAJEROS,2019-07-13,2,22,15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO,CALLE,15 DE NOVIEMBRE DE 1889,15 DE NOVIEMBRE DE 1889 y SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,1,-58.3841088,-34.63099197
2019-0060,1,FEMENINO,78,PEATON,PEATON,AUTO,2019-07-17,2,11,"ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.",AVENIDA,"ACOSTA, MARIANO AV.","ACOSTA, MARIANO AV. y FALCON, RAMON L.,CNEL.","FALCON, RAMON L.,CNEL.",10,-58.48100602,-34.63504312
2019-0061,1,FEMENINO,58,PEATON,PEATON,PASAJEROS,2019-07-17,2,18,11 DE SEPTIEMBRE DE 1888 Y MENDOZA,CALLE,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888 y MENDOZA,MENDOZA,13,-58.45200171,-34.5578132
2019-0062,1,FEMENINO,60,PEATON,PEATON,PASAJEROS,2019-08-01,2,23,"PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.",AVENIDA,"PINO, VIRREY DEL","PINO, VIRREY DEL y CAMPOS, LUIS M. AV.","CAMPOS, LUIS M. AV.",13,-58.44462132,-34.56201105
2019-0063,1,MASCULINO,42,PASAJERO_ACOMPAÑANTE,MOTO,PASAJEROS,2019-08-04,2,1,FOREST AV. Y MAURE,AVENIDA,FOREST AV.,FOREST AV. y MAURE,MAURE,15,-58.45220688,-34.58711712
2019-0064,1,MASCULINO,20,CONDUCTOR,MOTO,AUTO,2019-08-06,2,3,"BOYACA AV. Y AVELLANEDA AV,",AVENIDA,BOYACA AV.,BOYACA AV. y AVELLANEDA AV.,AVELLANEDA AV.,7,-58.4596221,-34.6224514
2019-0065,1,FEMENINO,55,PEATON,PEATON,PASAJEROS,2019-08-08,2,16,BARCO CENTENERA DEL Y TILCARA,CALLE,BARCO CENTENERA DEL,BARCO CENTENERA DEL y TILCARA,TILCARA,4,-58.4197085,-34.65414867
2019-0066,1,MASCULINO,40,PEATON,PEATON,AUTO,2019-08-11,2,21,RIESTRA AV. Y BOLIVAR,AVENIDA,RIESTRA AV.,RIESTRA AV. y BOLIVAR (NO OFICIAL),BOLIVAR (NO OFICIAL),7,-58.44187596,-34.64938031
2019-0067,1,MASCULINO,35,CONDUCTOR,MOTO,CARGAS,2019-08-14,2,15,"CASTRO, EMILIO 4706",CALLE,"CASTRO, EMILIO","CASTRO, EMILIO 4706",4706.0,10,-58.49101637,-34.64276621
2019-0068,1,MASCULINO,53,CONDUCTOR,MOTO,MOTO,2019-08-14,2,17,27 DE FEBRERO AV. 5600,AVENIDA,27 DE FEBRERO AV.,27 DE FEBRERO AV. 5600,5600.0,8,-58.42493829,-34.66256502
2019-0069,1,MASCULINO,43,CONDUCTOR,MOTO,AUTO,2019-08-17,2,5,"GARAY, JUAN DE AV. 2874",AVENIDA,"GARAY, JUAN DE AV.","GARAY, JUAN DE AV. 2874",2874.0,4,-58.40489318,-34.62930162
2019-0070,1,MASCULINO,25,CONDUCTOR,MOTO,BICICLETA,2019-08-22,2,12,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",AVENIDA,"SCALABRINI ORTIZ, RAUL AV.","SCALABRINI ORTIZ, RAUL AV. y GORRITI",GORRITI,14,-58.4268668,-34.59217875
2019-0071,1,MASCULINO,42,PEATON,PEATON,CARGAS,2019-08-27,2,11,PRIMERA JUNTA Y OLIVERA AV.,AVENIDA,PRIMERA JUNTA,PRIMERA JUNTA y OLIVERA AV.,OLIVERA AV.,9,-58.479611,-34.65620398
2019-0072,1,MASCULINO,22,CONDUCTOR,AUTO,AUTO,2019-08-28,2,6,"ALBERDI, JUAN BAUTISTA AV. Y AZUL",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. y AZUL",AZUL,10,-58.47439934,-34.63524207
2019-0073,1,MASCULINO,29,CONDUCTOR,AUTO,OBJETO FIJO,2019-08-29,2,1,ALVAREZ THOMAS AV. 1788,AVENIDA,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV. 1788,1788.0,15,-58.46711912,-34.57926018
2019-0074,1,MASCULINO,35,CONDUCTOR,MOTO,CARGAS,2019-08-29,2,9,"LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.",AUTOPISTA,"LUGONES, LEOPOLDO AV.","LUGONES, LEOPOLDO AV. y PAZ, GRAL. AV.","PAZ, GRAL. AV.",13,-58.46514781,-34.53465378
2019-0075,1,MASCULINO,31,CONDUCTOR,MOTO,PASAJEROS,2019-08-30,2,23,SAN ANTONIO Y LUJAN,CALLE,SAN ANTONIO,SAN ANTONIO y LUJAN,LUJAN,4,-58.37571078,-34.65584079
2019-0076,1,FEMENINO,29,CONDUCTOR,MOTO,CARGAS,2019-09-05,2,18,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA DON PEDRO DE MENDOZA AV.,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,N/D,4,-58.37157668,-34.65429986
2019-0077,1,FEMENINO,28,PEATON,PEATON,AUTO,2019-09-08,2,3,"FIGUEROA ALCORTA, PRES. AV. Y TAGLE",AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","FIGUEROA ALCORTA, PRES. AV. y TAGLE",TAGLE,14,-58.39811256,-34.58070186
2019-0078,1,FEMENINO,72,PEATON,PEATON,CARGAS,2019-09-12,2,8,"EINSTEIN, ALBERTO Y ALCORTA, AMANCIO AV.",AVENIDA,"EINSTEIN, ALBERTO","EINSTEIN, ALBERTO y ALCORTA, AMANCIO AV.","ALCORTA, AMANCIO AV.",4,-58.41125934,-34.6541774
2019-0079,1,MASCULINO,57,CONDUCTOR,MOTO,PASAJEROS,2019-09-17,2,5,AGRELO Y COLOMBRES,CALLE,AGRELO,AGRELO y COLOMBRES,COLOMBRES,5,-58.41822901,-34.61866836
2019-0080,1,MASCULINO,76,PEATON,PEATON,MOTO,2019-09-17,2,18,"CABILDO AV. y PAZ, GRAL. AV.",GRAL PAZ,CABILDO AV.,"CABILDO AV. y PAZ, GRAL. AV.","PAZ, GRAL. AV.",13,-58.47617802,-34.53825652
2019-0081,1,MASCULINO,67,PEATON,PEATON,PASAJEROS,2019-09-23,2,16,ELCANO AV. 4300,AVENIDA,ELCANO AV.,ELCANO AV. 4300,4300.0,15,-58.46141281,-34.58623761
2019-0082,1,MASCULINO,47,CICLISTA,BICICLETA,CARGAS,2019-09-25,2,7,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.","RABANAL, FRANCISCO, INTENDENTE AV. 2428",2428.0,8,-58.42985146,-34.6611974
2019-0083,1,MASCULINO,73,CONDUCTOR,AUTO,AUTO,2019-09-26,2,8,MONTE Y CORVALAN,CALLE,MONTE,MONTE y CORVALAN,CORVALAN,9,-58.48457413,-34.6583909
2019-0084,1,FEMENINO,40,CICLISTA,BICICLETA,CARGAS,2019-09-27,2,11,TANDIL Y LA FUENTE,CALLE,TANDIL,TANDIL y LAFUENTE,LAFUENTE,7,-58.46572884,-34.63628186
2019-0085,1,MASCULINO,20,CICLISTA,BICICLETA,TREN,2019-10-09,2,22,CARDOSO Y BACACAY,CALLE,CARDOSO,CARDOSO y BACACAY,BACACAY,10,-58.49261744,-34.6341913
2019-0086,1,MASCULINO,29,CONDUCTOR,MOTO,PASAJEROS,2019-10-15,2,14,CORRIENTES AV. 6700,AVENIDA,CORRIENTES AV.,CORRIENTES AV. 6700,6700.0,15,-58.45283186,-34.5884156
2019-0087,1,MASCULINO,41,CONDUCTOR,MOTO,MOTO,2019-10-21,2,21,ALVAREZ THOMAS AV. Y MENDOZA,AVENIDA,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV. y MENDOZA,MENDOZA,12,-58.47973681,-34.57418656
2019-0088,1,MASCULINO,27,PEATON,PEATON,PASAJEROS,2019-10-22,2,20,"ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO",AVENIDA,"ALCORTA, AMANCIO AV.","ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO","BONAVENA, OSCAR NATALIO",4,-58.40623949,-34.65076549
2019-0089,1,FEMENINO,92,PEATON,PEATON,CARGAS,2019-10-23,2,15,"BROWN, ALTE. AV. Y BLANES, JUAN MANUEL",AVENIDA,"BROWN, ALTE. AV.","BROWN, ALTE. AV. y BLANES, JUAN MANUEL","BLANES, JUAN MANUEL",4,-58.36244648,-34.63107887
2019-0090,1,MASCULINO,67,PEATON,PEATON,MOTO,2019-10-24,2,18,"ALBERDI, JUAN BAUTISTA AV. 5455",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. 5455",5455.0,9,-58.49962423,-34.64868027
2019-0091,1,MASCULINO,35,PEATON,PEATON,PASAJEROS,2019-11-01,2,20,"JUSTO, JUAN B. AV. Y CAMARGO",AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. y CAMARGO",CAMARGO,15,-58.44551437,-34.59559816
2019-0092,1,MASCULINO,37,PEATON,PEATON,PASAJEROS,2019-11-03,2,10,"BRIN, MINISTRO Y SUAREZ",CALLE,"BRIN, MINISTRO","BRIN, MINISTRO y SUAREZ",SUAREZ,4,-58.35608181,-34.63420319
2019-0093,1,MASCULINO,16,CICLISTA,BICICLETA,OTRO,2019-11-13,2,11,"NIZA Y JUSTO, JUAN B. AV.",AVENIDA,NIZA,"NIZA y JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV.",11,-58.46483679,-34.60907662
2019-0094,1,FEMENINO,42,PASAJERO_ACOMPAÑANTE,MOTO,OTRO,2019-11-18,2,14,CAMARGO Y SERRANO,CALLE,CAMARGO,CAMARGO y SERRANO,SERRANO,15,-58.44368628,-34.59724326
2019-0095,1,MASCULINO,42,CONDUCTOR,MOTO,CARGAS,2019-11-20,2,15,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA CASEROS AV.,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.,N/D,1,-58.37864583,-34.62907067
2019-0096,1,MASCULINO,73,PEATON,PEATON,PASAJEROS,2019-11-22,2,19,CASEROS AV. Y PIEDRAS,AVENIDA,CASEROS AV.,CASEROS AV. y PIEDRAS,PIEDRAS,1,-58.37560352,-34.62726382
2019-0097,1,FEMENINO,23,PASAJERO_ACOMPAÑANTE,MOTO,MULTIPLE,2019-11-25,2,8,"AUTOPISTA PERITO MORENO KM 5,6",AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO KM. 5.6,N/D,9,-58.47721439,-34.64815069
2019-0098,1,FEMENINO,61,PASAJERO_ACOMPAÑANTE,PASAJEROS,PASAJEROS,2019-11-25,2,14,GUZMAN 365,AVENIDA,GUZMAN,GUZMAN 365,365.0,15,-58.45134029,-34.58984288
2019-0100,1,MASCULINO,38,CONDUCTOR,MOTO,AUTO,2019-12-05,2,17,de los constituyentes av. 4300,AVENIDA,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV. 4300,4300.0,12,-58.49040794,-34.58368803
2019-0101,1,MASCULINO,25,CONDUCTOR,MOTO,MOTO,2019-12-17,2,4,"MORENO, PERITO AV. Y TILCARA AV.",AVENIDA,"MORENO, PERITO AV.","MORENO, PERITO AV. y TILCARA AV.",TILCARA AV.,4,-58.42102679,-34.64991178
2019-0102,1,MASCULINO,18,CONDUCTOR,MOTO,AUTO,2019-12-17,2,14,"IBARROLA Y GORDILLO, TIMOTEO",CALLE,IBARROLA,"IBARROLA y GORDILLO, TIMOTEO","GORDILLO, TIMOTEO",9,-58.52219407,-34.64143926
2019-0103,1,MASCULINO,24,CONDUCTOR,MOTO,MOTO,2019-12-18,2,12,"PAZ, GRAL. AV. Y GRIVEO",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y GRIVEO",GRIVEO,11,-58.52169422,-34.5947164
2019-0104,1,FEMENINO,23,PASAJERO_ACOMPAÑANTE,MOTO,AUTO,2019-12-21,2,4,RIVADAVIA AV. Y PERGAMINO,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y PERGAMINO,PERGAMINO,10,-58.47460416,-34.63206174
2019-0105,1,FEMENINO,82,PEATON,PEATON,AUTO,2019-05-05,1,11,SANTO TOME Y SEGUROLA AV.,AVENIDA,SANTO TOME,SANTO TOME y SEGUROLA AV.,SEGUROLA AV.,10,-58.50512382,-34.61520391
2020-0001,1,FEMENINO,87,PEATON,PEATON,AUTO,2020-01-04,1,10,URIARTE Y LOYOLA,CALLE,URIARTE,URIARTE y LOYOLA,LOYOLA,15,-58.43910409,-34.59213355
2020-0002,1,MASCULINO,36,CONDUCTOR,MOTO,OBJETO FIJO,2020-01-05,1,20,SARAZA Y VARELA AV.,AVENIDA,SARAZA,SARAZA y VARELA AV.,VARELA AV.,7,-58.45019436,-34.64646409
2020-0003,1,MASCULINO,44,PEATON,PEATON,AUTO,2020-01-11,1,6,RIVADAVIA AV. Y COMBATE DE LOS POZOS,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y COMBATE DE LOS POZOS,COMBATE DE LOS POZOS,3,-58.39337644,-34.60927582
2020-0004,1,MASCULINO,82,PEATON,PEATON,PASAJEROS,2020-01-14,1,21,RODRIGUEZ PEÑA Y RIVADAVIA AV.,AVENIDA,RODRIGUEZ PE?A,RODRIGUEZ PEÃA y RIVADAVIA AV.,RIVADAVIA AV.,1,-58.39055614,-34.60919284
2020-0005,1,MASCULINO,25,CONDUCTOR,MOTO,PASAJEROS,2020-01-14,1,6,24 DE NOVIEMBRE Y SAN JUAN AV.,AVENIDA,24 DE NOVIEMBRE,24 DE NOVIEMBRE y SAN JUAN AV.,SAN JUAN AV.,3,-58.41036975,-34.62477021
2020-0006,1,MASCULINO,23,CONDUCTOR,MOTO,CARGAS,2020-01-20,1,12,LAFUENTE AV. 2250,AVENIDA,LAFUENTE AV.,LAFUENTE AV. 2250,2250.0,8,-58.44925765,-34.65412546
2020-0007,1,MASCULINO,52,PEATON,PEATON,MOTO,2020-01-27,1,0,CHILE Y LIMA ,CALLE,CHILE,CHILE y LIMA,LIMA,1,-58.3815685,-34.61648696
2020-0008,1,MASCULINO,49,CONDUCTOR,MOTO,CARGAS,2020-01-30,1,7,CORDOBA AV. Y JEAN JAURES,AVENIDA,CORDOBA AV.,"CORDOBA AV. y JAURES, JEAN","JAURES, JEAN",2,-58.40662899,-34.59804521
2020-0009,1,MASCULINO,48,PEATON,PEATON,AUTO,2020-02-04,1,14,"PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO",CALLE,"PERON, JUAN DOMINGO, TTE. GENERAL","PERON, JUAN DOMINGO, TTE. GENERAL y SALGUERO, JERONIMO","SALGUERO, JERONIMO",5,-58.41985649,-34.6060085
2020-0010,1,MASCULINO,42,CONDUCTOR,MOTO,OBJETO FIJO,2020-02-08,1,5,9 DE JULIO AV. Y SAN JUAN AV.,AVENIDA,9 DE JULIO AV.,9 DE JULIO AV. y SAN JUAN AV.,SAN JUAN AV.,1,-58.38099833,-34.62214953
2020-0011,1,MASCULINO,31,CONDUCTOR,MOTO,CARGAS,2020-02-12,1,11,COLOMBRES 466,CALLE,COLOMBRES,COLOMBRES 466,466.0,5,-58.41803309,-34.61823178
2020-0012,1,FEMENINO,66,PEATON,PEATON,MOTO,2020-02-18,1,21,MEXICO 2860,CALLE,MEXICO,MEXICO 2860,2860.0,3,-58.40604003,-34.61783553
2020-0013,1,FEMENINO,58,PEATON,PEATON,MOTO,2020-02-20,1,12,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,AVENIDA,COMBATIENTES DE MALVINAS AV.,COMBATIENTES DE MALVINAS AV. y TRIUNVIRATO AV.,TRIUNVIRATO AV.,15,-58.47549929,-34.57994061
2020-0014,1,MASCULINO,42,CONDUCTOR,MOTO,PASAJEROS,2020-02-27,1,2,BERMUDEZ Y NOGOYA,CALLE,BERMUDEZ,BERMUDEZ y NOGOYA,NOGOYA,11,-58.51398484,-34.61600366
2020-0015,1,MASCULINO,29,CONDUCTOR,MOTO,PASAJEROS,2020-02-28,1,14,BRASIL AV. Y PASEO COLON AV.,AVENIDA,BRASIL AV.,BRASIL AV. y PASEO COLON AV.,PASEO COLON AV.,1,-58.36797542,-34.62519403
2020-0016,1,MASCULINO,68,PEATON,PEATON,PASAJEROS,2020-02-29,1,13,"ALEM,LEANDRO N. AV. 770",AVENIDA,"ALEM, LEANDRO N. AV.","ALEM, LEANDRO N. AV. 770",770.0,1,-58.37133616,-34.59879316
2020-0017,1,MASCULINO,42,PEATON,PEATON,AUTO,2020-03-05,1,23,BELGRANO AV. Y RINCON,AVENIDA,BELGRANO AV.,BELGRANO AV. y RINCON,RINCON,3,-58.39613805,-34.61413568
2020-0018,1,MASCULINO,31,CONDUCTOR,MOTO,OBJETO FIJO,2020-03-09,1,14,"UDAONDO, GUILLERMO AV. 901",AVENIDA,"UDAONDO, GUILLERMO AV.","UDAONDO, GUILLERMO AV. 901",901.0,13,-58.44903073,-34.54200276
2020-0019,1,FEMENINO,80,PEATON,PEATON,AUTO,2020-03-10,1,21,CONSTITUCION Y CASTRO,CALLE,CONSTITUCION,CONSTITUCION y CASTRO,CASTRO,5,-58.41972364,-34.6284667
2020-0020,1,FEMENINO,74,PEATON,PEATON,MOTO,2020-03-13,1,17,"PUEYRREDON AV. Y GOMEZ, VALENTIN",AVENIDA,PUEYRREDON AV.,"PUEYRREDON AV. y GOMEZ, VALENTIN","GOMEZ, VALENTIN",3,-58.40571596,-34.60557123
2020-0021,1,FEMENINO,87,PEATON,PEATON,AUTO,2020-03-14,1,16,"BRAVO, MARIO 1279",CALLE,"BRAVO, MARIO","BRAVO, MARIO 1279",1279.0,2,-58.4145159,-34.59488319
2020-0022,1,MASCULINO,44,PASAJERO_ACOMPAÑANTE,AUTO,CARGAS,2020-04-07,1,6,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,ESCALADA AV.,9,-58.47297505,-34.66245085
2020-0023,1,MASCULINO,44,CONDUCTOR,AUTO,CARGAS,2020-04-09,1,18,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",AVENIDA,"ARAOZ DE LAMADRID, GREGORIO, GRAL.","ARAOZ DE LAMADRID, GREGORIO, GRAL. y BROWN, ALTE. AV.","BROWN, ALTE. AV.",4,-58.35791192,-34.63695178
2020-0024,1,MASCULINO,53,CONDUCTOR,AUTO,AUTO,2020-04-24,1,7,MURGUIONDO 1339,CALLE,MURGUIONDO,MURGUIONDO 1339,1339.0,9,-58.50801713,-34.65177305
2020-0025,1,MASCULINO,42,PEATON,PEATON,AUTO,2020-05-12,1,5,RIVADAVIA AV. 2551,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. 2551,2551.0,3,-58.40258477,-34.60975108
2020-0026,1,MASCULINO,28,CONDUCTOR,MOTO,OBJETO FIJO,2020-05-17,1,6,"LUGONES, LEOPOLDO AV. KM 6,1",AUTOPISTA,"LUGONES, LEOPOLDO AV.","LUGONES, LEOPOLDO AV. KM 6,1",N/D,14,-58.37723,-34.61315
2020-0027,1,MASCULINO,76,PEATON,PEATON,CARGAS,2020-05-18,1,8,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.","DELLEPIANE, LUIS, TTE. GRAL. y MONTIEL",MONTIEL,8,-58.48267426,-34.68454456
2020-0028,1,MASCULINO,91,PEATON,PEATON,PASAJEROS,2020-05-19,1,10,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",AVENIDA,"SCALABRINI ORTIZ, RAUL AV.","SCALABRINI ORTIZ, RAUL AV. y WARNES AV.",WARNES AV.,15,-58.44248936,-34.60221948
2020-0029,1,MASCULINO,80,PEATON,PEATON,PASAJEROS,2020-06-10,1,14,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.","ROFFO, ANGEL H., DR.",9,-58.52909134,-34.63886726
2020-0030,1,MASCULINO,40,CONDUCTOR,MOTO,MULTIPLE,2020-06-16,1,15,SAN MARTIN AV. 1550,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. 1550,1550.0,6,-58.45158942,-34.6064658
