Id,Victimas,Sexo,Edad,Rol,Victima,Acusado,Fecha,Semestre,Franja_Horaria,Lugar_Del_Hecho,Tipo_De_Calle,Calle,Direccion,Altura\Cruce,Comuna,Longitud,Latitud
2018-0084,1,MASCULINO,45,PEATON,PEATON,CARGAS,2018-08-03,2,7,Av. Alicia Moreau de Justo y Cochabamba,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.","MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",COCHABAMBA,1,-58.36523349,-34.62260331
2018-0085,2,FEMENINO,22,PASAJERO_ACOMPAÑANTE,MOTO,PASAJEROS,2018-08-03,2,18,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,ENTRE RIOS AV.,"ENTRE RIOS AV. y GARAY, JUAN DE AV.","GARAY, JUAN DE AV.",3,-58.39118948,-34.62704273
2018-0085,2,MASCULINO,30,CONDUCTOR,MOTO,PASAJEROS,2018-08-03,2,18,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,ENTRE RIOS AV.,"ENTRE RIOS AV. y GARAY, JUAN DE AV.","GARAY, JUAN DE AV.",3,-58.39118948,-34.62704273
2018-0086,1,MASCULINO,40,PEATON,PEATON,PASAJEROS,2018-08-10,2,21,Directorio Av. y Guardia Nacional,AVENIDA,DIRECTORIO AV.,DIRECTORIO AV. y GUARDIA NACIONAL,GUARDIA NACIONAL,9,-58.49019551,-34.65015854
2018-0087,1,MASCULINO,75,PEATON,PEATON,PASAJEROS,2018-08-15,2,19,Pavon Av. Y Colombres,AVENIDA,PAVON AV.,PAVON AV. y COLOMBRES,COLOMBRES,5,-58.41644362,-34.63023775
2018-0088,1,MASCULINO,42,CONDUCTOR,MOTO,CARGAS,2018-08-17,2,16,Av. Gral. Paz y Av. Dr. Ricardo Balbín,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.","BALBIN, RICARDO, DR. AV.",12,-58.5007381,-34.5497951
2018-0089,1,MASCULINO,80,PEATON,PEATON,PASAJEROS,2018-08-17,2,17,Pichincha Av. y Brasil,AVENIDA,PICHINCHA AV.,PICHINCHA AV. y BRASIL,BRASIL,4,-58.39626094,-34.63036565
2018-0090,1,MASCULINO,27,CONDUCTOR,MOTO,AUTO,2018-08-18,2,10,27 De Febrero Av. y Pergamino,AVENIDA,27 DE FEBRERO AV.,27 DE FEBRERO AV. y PERGAMINO,PERGAMINO,8,-58.43284809,-34.67051543
2018-0091,1,FEMENINO,23,PASAJERO_ACOMPAÑANTE,AUTO,AUTO,2018-08-19,2,18,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO y BARRAGAN,BARRAGAN,9,-58.52280139,-34.63659934
2018-0092,1,MASCULINO,23,CONDUCTOR,MOTO,AUTO,2018-08-20,2,8,Cordoba Av. y Gascon,AVENIDA,CORDOBA AV.,CORDOBA AV. y GASCON,GASCON,14,-58.4233693,-34.59774487
2018-0093,1,MASCULINO,24,PEATON,PEATON,PASAJEROS,2018-08-20,2,8,15 De Noviembre De 1889 1513,CALLE,15 DE NOVIEMBRE DE 1889,15 DE NOVIEMBRE DE 1889 1513,1513.0,1,-58.38691681,-34.63105973
2018-0094,1,MASCULINO,32,CONDUCTOR,MOTO,PASAJEROS,2018-08-23,2,5,"Salguero, Jeronimo y Beruti",CALLE,"SALGUERO, JERONIMO","SALGUERO, JERONIMO y BERUTI",BERUTI,14,-58.4116902,-34.5857988
2018-0095,1,FEMENINO,49,PASAJERO_ACOMPAÑANTE,AUTO,AUTO,2018-08-26,2,0,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",AVENIDA,LACARRA AV.,"LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.","DELLEPIANE, LUIS, TTE. GRAL.",9,-58.46739825,-34.65117757
2018-0096,1,MASCULINO,39,PEATON,PEATON,AUTO,2018-08-31,2,22,"AU Héctor J. Cámpora y Roca, Cnel. Av.",AUTOPISTA,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,"AUTOPISTA PRESIDENTE HÃCTOR J. CÃMPORA y ROCA, CNEL. AV.","ROCA, CNEL. AV.",8,-58.44483258,-34.67152226
2018-0097,1,FEMENINO,35,CONDUCTOR,AUTO,OTRO,2018-09-02,2,10,Av. Varela y Av. Int. Francisco Rabanal,AVENIDA,VARELA AV.,"VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.","RABANAL, FRANCISCO, INTENDENTE AV.",8,-58.43254025,-34.66128115
2018-0098,2,MASCULINO,55,CONDUCTOR,AUTO,AUTO,2018-09-09,2,5,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y BERON DE ASTRADA",BERON DE ASTRADA,8,-58.47199387,-34.69640164
2018-0098,2,MASCULINO,54,PASAJERO_ACOMPAÑANTE,AUTO,AUTO,2018-09-09,2,5,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y BERON DE ASTRADA",BERON DE ASTRADA,8,-58.47199387,-34.69640164
2018-0099,1,MASCULINO,18,PEATON,PEATON,PASAJEROS,2018-09-12,2,14,Rivadavia Av. y Pedernera,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y PEDERNERA,PEDERNERA,7,-58.46411215,-34.62925068
2018-0100,1,FEMENINO,33,SD,MOTO,AUTO,2018-09-20,2,10,Elvira Rawson de Dellepiane 150,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV.","RAWSON DE DELLEPIANE, ELVIRA AV. 150",150.0,1,-58.36217754,-34.62367156
2018-0101,1,MASCULINO,42,CONDUCTOR,AUTO,MULTIPLE,2018-09-21,2,0,"Paz, Gral. Av. y Zapiola",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y ZAPIOLA",ZAPIOLA,12,-58.48098594,-34.5407313
2018-0102,1,MASCULINO,20,CONDUCTOR,MOTO,AUTO,2018-09-21,2,0,FAMATINA Y DIOGENES TABORDA,CALLE,FAMATINA,"FAMATINA y TABORDA, DIOGENES","TABORDA, DIOGENES",4,-58.41083404,-34.64640709
2018-0103,1,MASCULINO,1,PEATON,PEATON,MOTO,2018-09-27,2,17,Av. Castañares y Bonorino,AVENIDA,CASTA?ARES AV.,"CASTAÃARES AV. y BONORINO, ESTEBAN, CNEL. AV.","BONORINO, ESTEBAN, CNEL. AV.",7,-58.44609828,-34.64446729
2018-0104,1,MASCULINO,22,CONDUCTOR,MOTO,MOTO,2018-10-01,2,8,AU Frondizi 9 de Julio Sur y Av. Suarez,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,SUAREZ AV.,4,-58.37709334,-34.64035082
2018-0105,1,FEMENINO,56,PEATON,PEATON,PASAJEROS,2018-10-03,2,18,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,NAZCA AV. y RIVADAVIA AV.,RIVADAVIA AV.,7,-58.46963952,-34.63070603
2018-0106,1,MASCULINO,27,CONDUCTOR,MOTO,MOTO,2018-10-04,2,22,"Figueroa Alcorta, Pres. Av. y Echeverria",AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA",ECHEVERRIA,13,-58.43674281,-34.55161027
2018-0107,1,FEMENINO,62,PEATON,PEATON,PASAJEROS,2018-10-06,2,14,Rivadavia Av. y Jujuy Av.,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y JUJUY AV.,JUJUY AV.,3,-58.4059686,-34.61011987
2018-0108,1,MASCULINO,37,CONDUCTOR,MOTO,AUTO,2018-10-09,2,14,"De Los Italianos Av. y Guemes, Macacha",AVENIDA,DE LOS ITALIANOS AV.,"DE LOS ITALIANOS AV. y GUEMES, MACACHA","GUEMES, MACACHA",1,-58.36154069,-34.60463618
2018-0109,1,MASCULINO,34,PEATON,PEATON,PASAJEROS,2018-10-10,2,22,"Tucuman y Alem, Leandro N. Av.",AVENIDA,TUCUMAN,"TUCUMAN y ALEM, LEANDRO N. AV.","ALEM, LEANDRO N. AV.",1,-58.37062179,-34.60066507
2018-0110,1,MASCULINO,60,PEATON,PEATON,MOTO,2018-10-13,2,3,"Corrientes Av. y Gallardo, Angel Av.",AVENIDA,CORRIENTES AV.,"CORRIENTES AV. y GALLARDO, ANGEL AV.","GALLARDO, ANGEL AV.",15,-58.43220014,-34.60207186
2018-0111,1,MASCULINO,28,CONDUCTOR,MOTO,CARGAS,2018-10-19,2,12,AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO,AUTOPISTA,AUTOPISTA PERITO MORENO,"AUTOPISTA PERITO MORENO & PERON, EVA  AV.",N/D,9,-58.46958442,-34.64949724
2018-0112,1,FEMENINO,28,CONDUCTOR,MOTO,CARGAS,2018-10-24,2,9,Muñecas y Serrano,CALLE,MU?ECAS,MUÃECAS y SERRANO,SERRANO,15,-58.44671397,-34.59970903
2018-0113,1,MASCULINO,20,CONDUCTOR,MOTO,CARGAS,2018-10-25,2,11,"Artigas, Jose Gervasio, Gral. y Tres Arroyos",CALLE,"ARTIGAS, JOSE GERVASIO, GRAL.","ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS",TRES ARROYOS,11,-58.47152163,-34.61474911
2018-0114,1,MASCULINO,23,CONDUCTOR,MOTO,AUTO,2018-10-30,2,2,Solis e Independencia Av.,AVENIDA,SOLIS,SOLIS e INDEPENDENCIA AV.,INDEPENDENCIA AV.,1,-58.39032921,-34.61807951
2018-0115,1,MASCULINO,42,PEATON,PEATON,PASAJEROS,2018-10-31,2,12,"Bosch, Ventura y Paz, Gral. Av.",CALLE,"BOSCH, VENTURA","BOSCH, VENTURA y PAZ, GRAL. AV.","PAZ, GRAL. AV.",9,-58.52887773,-34.64297861
2018-0116,1,MASCULINO,48,PEATON,PEATON,CARGAS,2018-11-01,2,10,"Paz, Gral. Av. 14800",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 14800",14800.0,8,-58.49371157,-34.67981324
2018-0117,1,MASCULINO,30,CONDUCTOR,MOTO,MOTO,2018-11-04,2,8,Av. Eva Perón 5321,AVENIDA,"PERON, EVA AV.","PERON, EVA AV. 5321",5321.0,9,-58.48266599,-34.66012327
2018-0118,1,FEMENINO,80,PEATON,PEATON,MOTO,2018-11-05,2,14,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL","PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.",PUEYRREDON AV.,3,-58.40612253,-34.60774301
2018-0119,1,FEMENINO,32,PEATON,PEATON,SD,2018-11-05,2,22,Rabanal y San Pedrito,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.","RABANAL, FRANCISCO, INTENDENTE AV. y SAN PEDRITO",SAN PEDRITO,8,-58.43613623,-34.66292532
2018-0120,1,FEMENINO,51,PEATON,PEATON,AUTO,2018-11-09,2,13,Monroe y Alvarez Thomas Av.,AVENIDA,MONROE,MONROE y ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV.,12,-58.48250732,-34.57208238
2018-0121,1,FEMENINO,72,PEATON,PEATON,PASAJEROS,2018-11-09,2,16,Rivadavia Av. y Manzoni,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y MANZONI,MANZONI,10,-58.49945705,-34.6374328
2018-0122,1,MASCULINO,33,CONDUCTOR,AUTO,AUTO,2018-11-12,2,1,AU Dellepiane Luis Tte. Gral. y Larrazabal,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL,LARRAZABAL,8,-58.47743966,-34.67233407
2018-0123,1,MASCULINO,25,CONDUCTOR,AUTO,SD,2018-11-12,2,3,"Paz, Gral. Av. y Peron, Eva Av.",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y PERON, EVA AV.","PERON, EVA AV.",9,-58.5025179,-34.67450313
2018-0124,1,MASCULINO,44,CONDUCTOR,CARGAS,CARGAS,2018-11-15,2,19,AU Perito Moreno y Reservistas Argentinos,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO y RESERVISTAS ARGENTINOS,N/D,9,-58.52144411,-34.63682499
2018-0125,1,MASCULINO,29,PEATON,PEATON,PASAJEROS,2018-11-16,2,21,Saenz Av. y Ventana,AVENIDA,SAENZ AV.,SAENZ AV. y VENTANA,VENTANA,4,-58.41650465,-34.65084045
2018-0126,1,MASCULINO,27,CONDUCTOR,MOTO,AUTO,2018-11-18,2,12,Avda. General Paz y Cnel. Ramón Falcón,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.","FALCON, RAMON L.,CNEL.",9,-58.52994219,-34.64055918
2018-0127,1,MASCULINO,29,CONDUCTOR,MOTO,MOTO,2018-11-19,2,9,Av. Gral. Paz y Av. de los Constituyentes,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",DE LOS CONSTITUYENTES AV.,12,-58.50993046,-34.56919739
2018-0128,2,MASCULINO,49,PASAJERO_ACOMPAÑANTE,AUTO,PASAJEROS,2018-11-25,2,4,"Paz, Gral. Av. 11200",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 11200",11200.0,9,-58.52844623,-34.64592873
2018-0128,2,FEMENINO,39,PASAJERO_ACOMPAÑANTE,AUTO,PASAJEROS,2018-11-25,2,4,"Paz, Gral. Av. 11200",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 11200",11200.0,9,-58.52844623,-34.64592873
2018-0129,1,MASCULINO,37,CONDUCTOR,MOTO,PASAJEROS,2018-11-28,2,4,"Newbery, Jorge Av. y Guevara",AVENIDA,"NEWBERY, JORGE AV.","NEWBERY, JORGE AV. y GUEVARA",GUEVARA,15,-58.45021367,-34.58695347
2018-0130,1,MASCULINO,42,CONDUCTOR,MOTO,PASAJEROS,2018-12-03,2,3,Gaona Av. y Segurola Av.,AVENIDA,GAONA AV.,GAONA AV. y SEGUROLA AV.,SEGUROLA AV.,10,-58.49022072,-34.62770192
2018-0131,1,MASCULINO,29,CONDUCTOR,MOTO,CARGAS,2018-12-07,2,19,"Madero, Eduardo Av. 550",AVENIDA,"MADERO, EDUARDO AV.","MADERO, EDUARDO AV. 550",550.0,1,-58.36860866,-34.60106568
2018-0132,1,MASCULINO,70,PEATON,PEATON,CARGAS,2018-12-12,2,8,"AU Arturo Illia y Castillo, Ramon S.",AUTOPISTA,AUTOPISTA ARTURO ILLIA,"AUTOPISTA ARTURO ILLIA y CASTILLO, RAMON S., PRES. AV.","CASTILLO, RAMON S., PRES. AV.",2,-58.39490504,-34.57241534
2018-0133,1,FEMENINO,60,PEATON,PEATON,CARGAS,2018-12-12,2,14,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,NAZCA AV. y RIVADAVIA AV.,RIVADAVIA AV.,7,-58.46963952,-34.63070603
2018-0134,1,MASCULINO,56,PEATON,PEATON,MOTO,2018-12-12,2,21,La Plata Av. y Caseros Av.,AVENIDA,LA PLATA AV.,LA PLATA AV. y CASEROS AV.,CASEROS AV.,7,-58.42349365,-34.64019887
2018-0135,1,MASCULINO,80,PEATON,PEATON,PASAJEROS,2018-12-18,2,14,Belgrano Av. y Peru,AVENIDA,BELGRANO AV.,BELGRANO AV. y PERU,PERU,1,-58.37471802,-34.61265002
2018-0136,1,FEMENINO,70,PEATON,PEATON,PASAJEROS,2018-12-18,2,15,Rivadavia Av. 7013,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. 7013,7013.0,7,-58.46438789,-34.62913916
2018-0137,1,MASCULINO,29,PASAJERO_ACOMPAÑANTE,MOTO,PASAJEROS,2018-12-18,2,20,Adolfo Alsina y Santiago del Estero,CALLE,"ALSINA, ADOLFO","ALSINA, ADOLFO y SANTIAGO DEL ESTERO",SANTIAGO DEL ESTERO,1,-58.38481975,-34.61100424
2018-0138,1,FEMENINO,79,PASAJERO_ACOMPAÑANTE,PASAJEROS,PASAJEROS,2018-12-21,2,9,Bermudez 1893,CALLE,BERMUDEZ,BERMUDEZ 1893,1893.0,10,-58.50751833,-34.62073702
2018-0139,1,MASCULINO,28,PASAJERO_ACOMPAÑANTE,MOTO,MOTO,2018-12-22,2,6,Santander 1974,CALLE,SANTANDER,SANTANDER 1974,1974.0,7,-58.44682986,-34.63888084
2018-0140,1,MASCULINO,78,CONDUCTOR,AUTO,AUTO,2018-12-22,2,8,Julieta Lanteri 1400,CALLE,LANTERI JULIETA,LANTERI JULIETA 1400,1400.0,1,-58.3600465,-34.61381341
2018-0141,1,MASCULINO,75,PEATON,PEATON,MOTO,2018-12-22,2,17,Maza y Av. Independencia,AVENIDA,MAZA,MAZA e INDEPENDENCIA AV.,INDEPENDENCIA AV.,5,-58.41509546,-34.62085945
2018-0142,1,MASCULINO,32,PASAJERO_ACOMPAÑANTE,CARGAS,PASAJEROS,2018-12-25,2,13,"PAZ, GRAL. AV. 5172",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 5172",5172.0,12,-58.50997604,-34.57251072
2018-0143,1,MASCULINO,22,CONDUCTOR,MOTO,AUTO,2018-12-29,2,5,"Olivera Av. y Alberdi, Juan Bautista Av.",AVENIDA,OLIVERA AV.,"OLIVERA AV. y ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV.",10,-58.48606475,-34.64047818
2019-0001,1,MASCULINO,25,CONDUCTOR,MOTO,CARGAS,2019-01-08,1,8,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,"CASTILLO, RAMON S., PRES. AV.","CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",CALLE 12 (NO OFICIAL),2,-58.38526125,-34.5780581
2019-0002,1,MASCULINO,32,CONDUCTOR,AUTO,CARGAS,2019-01-09,1,4,"CASTAÑARES AV. Y MORENO, PERITO AV.",AVENIDA,CASTA?ARES AV.,"CASTAÃARES AV. y MORENO, PERITO AV.","MORENO, PERITO AV.",7,-58.45463662,-34.65082149
2019-0003,1,MASCULINO,23,CONDUCTOR,MOTO,AUTO,2019-01-12,1,8,SAN MARTIN AV. Y TERRADA,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. y TERRADA,TERRADA,15,-58.49121672,-34.59718073
2019-0004,1,MASCULINO,71,CONDUCTOR,AUTO,PASAJEROS,2019-01-14,1,19,"PERON, EVA AV. Y MEDINA",AVENIDA,"PERON, EVA AV.","PERON, EVA AV. y MEDINA",MEDINA,9,-58.47325712,-34.65284605
2019-0005,1,MASCULINO,43,CONDUCTOR,MOTO,CARGAS,2019-01-19,1,12,"JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.",AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. y ALVAREZ JONTE AV.",ALVAREZ JONTE AV.,10,-58.52108101,-34.63382309
2019-0006,1,FEMENINO,12,PEATON,PEATON,AUTO,2019-01-23,1,5,"OBLIGADO RAFAEL, AV. COSTANERA 4650",AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA","OBLIGADO RAFAEL, AV.COSTANERA 4650",4650.0,14,-58.41652702,-34.55509606
2019-0007,1,MASCULINO,35,CONDUCTOR,MOTO,AUTO,2019-01-26,1,19,"MITRE, BARTOLOME Y YATAY",CALLE,"MITRE, BARTOLOME","MITRE, BARTOLOME y YATAY",YATAY,5,-58.42891604,-34.6107166
2019-0008,1,MASCULINO,42,CONDUCTOR,MOTO,MULTIPLE,2019-01-30,1,22,"PAZ, GRAL. AV. 16080",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 16080",16080.0,8,-58.47802293,-34.69156793
2019-0009,1,MASCULINO,34,CONDUCTOR,MOTO,AUTO,2019-01-31,1,14,CHACABUCO Y SAN JUAN AV.,AVENIDA,CHACABUCO,CHACABUCO y SAN JUAN AV.,SAN JUAN AV.,1,-58.37564821,-34.62200207
2019-0010,2,MASCULINO,42,PEATON,PEATON,AUTO,2019-02-02,1,7,DEL LIBERTADOR AV. 4100,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. 4100,4100.0,14,-58.42668489,-34.56961468
2019-0010,2,MASCULINO,59,PEATON,PEATON,AUTO,2019-02-02,1,7,DEL LIBERTADOR AV. 4100,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. 4100,4100.0,14,-58.42668489,-34.56961468
2019-0011,1,MASCULINO,42,PEATON,PEATON,AUTO,2019-02-10,1,1,"PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV.",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV.",9,-58.5183993,-34.66252488
2019-0012,1,MASCULINO,31,CONDUCTOR,MOTO,AUTO,2019-02-17,1,3,"CASTAÑARES AV. Y GORDILLO, TIMOTEO",AVENIDA,CASTA?ARES AV.,"CASTAÃARES AV. y GORDILLO, TIMOTEO","GORDILLO, TIMOTEO",8,-58.48432691,-34.67665828
2019-0013,1,MASCULINO,39,PEATON,PEATON,AUTO,2019-02-20,1,7,SALVIGNY Y MOM,CALLE,SALVIGNY,SALVIGNY y MOM,MOM,7,-58.4338383,-34.64457699
2019-0014,1,MASCULINO,69,CONDUCTOR,MOTO,OBJETO FIJO,2019-02-20,1,17,"LAMARCA, EMILIO 5402",CALLE,"LAMARCA, EMILIO","LAMARCA, EMILIO 5402",5402.0,11,-58.51664939,-34.58657938
2019-0015,1,MASCULINO,21,CONDUCTOR,AUTO,OBJETO FIJO,2019-02-23,1,6,SAN MARTIN AV. 5638,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. 5638,5638.0,11,-58.49613012,-34.59703502
2019-0016,1,MASCULINO,40,CONDUCTOR,MOTO,PASAJEROS,2019-02-24,1,2,"CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.",CALLE,"CARRILLO, RAMON, DR.","CARRILLO, RAMON, DR. y FINOCHIETTO ENRIQUE DR.",FINOCHIETTO ENRIQUE DR.,4,-58.38313603,-34.63356284
2019-0017,1,MASCULINO,22,CONDUCTOR,AUTO,PASAJEROS,2019-03-03,1,7,MEXICO Y PICHINCHA,CALLE,MEXICO,MEXICO y PICHINCHA,PICHINCHA,3,-58.39914719,-34.61632317
2019-0018,1,FEMENINO,29,PEATON,PEATON,AUTO,2019-03-03,1,23,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,"CANTILO, INT.","CANTILO, INT. y UDAONDO, GUILLERMO AV.","UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625
2019-0019,1,MASCULINO,42,CONDUCTOR,MOTO,AUTO,2019-03-06,1,12,DEL LIBERTADOR AV. 6326,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. 6326,6326.0,13,-58.45049163,-34.55374003
2019-0020,1,MASCULINO,43,CONDUCTOR,MOTO,AUTO,2019-03-07,1,21,CHICLANA AV. 3444,AVENIDA,CHICLANA AV.,CHICLANA AV. 3444,3444.0,5,-58.41288952,-34.63572989
2019-0021,1,MASCULINO,23,CONDUCTOR,MOTO,AUTO,2019-03-15,1,22,BOYACA AV. Y YERBAL,AVENIDA,BOYACA AV.,BOYACA AV. y YERBAL,YERBAL,7,-58.45743597,-34.62561234
2019-0022,1,MASCULINO,42,PASAJERO_ACOMPAÑANTE,AUTO,SD,2019-03-15,1,0,ENTRE RIOS AV. BAJO PUENTE AUTOPISTA (1260 APROX),AVENIDA,ENTRE RIOS AV.,ENTRE RIOS AV. 1260,1260.0,1,-58.39123782,-34.62352245
2019-0023,1,MASCULINO,34,CONDUCTOR,AUTO,OBJETO FIJO,2019-03-16,1,8,"PAZ, GRAL. AV. Y JACQUES, AMADEO",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y JACQUES, AMADEO","JACQUES, AMADEO",9,-58.52922765,-34.63637963
2019-0024,1,MASCULINO,32,CONDUCTOR,MOTO,CARGAS,2019-03-19,1,7,ANTARTIDA ARGENTINA AV. 1325,AVENIDA,ANTARTIDA ARGENTINA AV.,ANTARTIDA ARGENTINA AV. 1325,1325.0,1,-58.37208118,-34.58541957
2019-0025,1,MASCULINO,27,PEATON,PEATON,AUTO,2019-03-22,1,13,"MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE",CALLE,"MITRE, BARTOLOME","MITRE, BARTOLOME y SANCHEZ DE BUSTAMANTE",SANCHEZ DE BUSTAMANTE,5,-58.41458534,-34.60937557
2019-0026,1,MASCULINO,42,PEATON,PEATON,PASAJEROS,2019-03-28,1,7,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.","PAZ, GRAL. AV.",8,-58.47976785,-34.69153196
2019-0027,1,MASCULINO,37,CICLISTA,BICICLETA,MULTIPLE,2019-03-28,1,11,SANTA FE AV. Y AZCUENAGA,AVENIDA,SANTA FE AV.,SANTA FE AV. y AZCUENAGA,AZCUENAGA,2,-58.39990285,-34.59511714
2019-0028,1,FEMENINO,42,PEATON,PEATON,PASAJEROS,2019-04-06,1,9,"JUSTO, JUAN B. AV. y OROÑO, NICASIO",AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. y OROÃO, NICASIO","ORO?O, NICASIO",11,-58.46051346,-34.60588536
2019-0029,1,MASCULINO,27,CONDUCTOR,MOTO,OBJETO FIJO,2019-04-07,1,10,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.","PAZ, GRAL. AV.",8,-58.47976785,-34.69153196
2019-0030,1,MASCULINO,25,CONDUCTOR,MOTO,CARGAS,2019-04-09,1,16,"ALVAREZ, DONATO, TTE. GRAL. Y YERBAL",CALLE,"ALVAREZ, DONATO, TTE. GRAL.","ALVAREZ, DONATO, TTE. GRAL. y YERBAL",YERBAL,7,-58.45457546,-34.62447891
2019-0031,1,MASCULINO,20,CICLISTA,BICICLETA,CARGAS,2019-04-12,1,19,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,CORDOBA AV.,"CORDOBA AV. y MADERO, EDUARDO AV.","MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047
2019-0032,1,FEMENINO,83,PEATON,PEATON,AUTO,2019-04-16,1,11,"CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.",AVENIDA,CAMARONES,"CAMARONES y ALVAREZ, DONATO, TTE. GRAL. AV.","ALVAREZ, DONATO, TTE. GRAL. AV.",11,-58.46415322,-34.6044379
2019-0033,1,MASCULINO,25,CONDUCTOR,MOTO,SD,2019-04-18,1,1,"AUTOPISTA 25 DE MAYO Y HUERGO, ING. AV.",AUTOPISTA,AUTOPISTA 25 DE MAYO,"AUTOPISTA 25 DE MAYO y HUERGO, ING. AV.","HUERGO, ING. AV.",1,-58.36607137,-34.62150748
